  1  -2.435923 0.00000 -13.162137 0.00000
  2  -2.434573 0.00000 -13.160787 0.00000
  3  -2.433223 0.00000 -13.159437 0.00000
  4  -2.431873 0.00000 -13.158087 0.00000
  5  -2.430523 0.00000 -13.156737 0.00000
  6  -2.429173 0.00000 -13.155387 0.00000
  7  -2.427823 0.00000 -13.154037 0.00000
  8  -2.426473 0.00000 -13.152687 0.00000
  9  -2.425123 0.00000 -13.151337 0.00000
 10  -2.423773 0.00000 -13.149987 0.00000
 11  -2.422423 0.00000 -13.148637 0.00000
 12  -2.421073 0.00000 -13.147287 0.00000
 13  -2.419723 0.00000 -13.145937 0.00000
 14  -2.418373 0.00000 -13.144587 0.00000
 15  -2.417023 0.00000 -13.143237 0.00000
 16  -2.415673 0.00000 -13.141887 0.00000
 17  -2.414323 0.00000 -13.140537 0.00000
 18  -2.412973 0.00000 -13.139187 0.00000
 19  -2.411623 0.00000 -13.137837 0.00000
 20  -2.410273 0.00000 -13.136487 0.00104
 21  -2.408923 0.00000 -13.135137 0.00643
 22  -2.407573 0.00000 -13.133787 0.01387
 23  -2.406223 0.00000 -13.132437 0.02396
 24  -2.404873 0.00000 -13.131087 0.04006
 25  -2.403523 0.00000 -13.129737 0.05877
 26  -2.402173 0.00000 -13.128387 0.07761
 27  -2.400823 0.00000 -13.127037 0.10255
 28  -2.399473 0.00000 -13.125687 0.13264
 29  -2.398123 0.00000 -13.124337 0.16525
 30  -2.396773 0.00000 -13.122987 0.20098
 31  -2.395423 0.00000 -13.121637 0.24241
 32  -2.394073 0.03213 -13.120287 0.29311
 33  -2.392723 0.11532 -13.118937 0.33865
 34  -2.391373 0.21217 -13.117587 0.39776
 35  -2.390023 0.35037 -13.116237 0.46211
 36  -2.388673 0.45949 -13.114887 0.51652
 37  -2.387323 0.57523 -13.113537 0.56100
 38  -2.385973 0.65702 -13.112187 0.61898
 39  -2.384623 0.72784 -13.110837 0.66986
 40  -2.383273 0.77747 -13.109487 0.72214
 41  -2.381923 0.82819 -13.108137 0.75927
 42  -2.380573 0.86254 -13.106787 0.79585
 43  -2.379223 0.90309 -13.105437 0.83261
 44  -2.377873 0.91991 -13.104087 0.87352
 45  -2.376523 0.93869 -13.102737 0.89931
 46  -2.375173 0.96149 -13.101387 0.91989
 47  -2.373823 0.98308 -13.100037 0.95650
 48  -2.372473 0.98443 -13.098687 0.96305
 49  -2.371123 0.99945 -13.097337 0.98979
 50  -2.369773 1.00000 -13.095987 1.00000
 51  -2.368423 0.99958 -13.094637 0.99606
 52  -2.367073 0.99240 -13.093287 0.99152
 53  -2.365723 0.98543 -13.091937 0.98540
 54  -2.364373 0.97728 -13.090587 0.98232
 55  -2.363023 0.96101 -13.089237 0.96970
 56  -2.361673 0.93681 -13.087887 0.94165
 57  -2.360323 0.91575 -13.086537 0.91498
 58  -2.358973 0.88670 -13.085187 0.87300
 59  -2.357623 0.85640 -13.083837 0.83825
 60  -2.356273 0.81410 -13.082487 0.80450
 61  -2.354923 0.76428 -13.081137 0.75408
 62  -2.353573 0.70591 -13.079787 0.71183
 63  -2.352223 0.63406 -13.078437 0.66720
 64  -2.350873 0.53826 -13.077087 0.61203
 65  -2.349523 0.44583 -13.075737 0.55853
 66  -2.348173 0.33827 -13.074387 0.49768
 67  -2.346823 0.20335 -13.073037 0.43739
 68  -2.345473 0.07397 -13.071687 0.37654
 69  -2.344123 0.00188 -13.070337 0.32828
 70  -2.342773 0.00000 -13.068987 0.27902
 71  -2.341423 0.00000 -13.067637 0.23945
 72  -2.340073 0.00000 -13.066287 0.20089
 73  -2.338723 0.00000 -13.064937 0.16275
 74  -2.337373 0.00000 -13.063587 0.13873
 75  -2.336023 0.00000 -13.062237 0.11273
 76  -2.334673 0.00000 -13.060887 0.08825
 77  -2.333323 0.00000 -13.059537 0.06880
 78  -2.331973 0.00000 -13.058187 0.05265
 79  -2.330623 0.00000 -13.056837 0.03527
 80  -2.329273 0.00000 -13.055487 0.02100
 81  -2.327923 0.00000 -13.054137 0.01207
 82  -2.326573 0.00000 -13.052787 0.00469
 83  -2.325223 0.00000 -13.051437 0.00024
 84  -2.323873 0.00000 -13.050087 0.00000
 85  -2.322523 0.00000 -13.048737 0.00000
 86  -2.321173 0.00000 -13.047387 0.00000
 87  -2.319823 0.00000 -13.046037 0.00000
 88  -2.318473 0.00000 -13.044687 0.00000
 89  -2.317123 0.00000 -13.043337 0.00000
 90  -2.315773 0.00000 -13.041987 0.00000
 91  -2.314423 0.00000 -13.040637 0.00000
 92  -2.313073 0.00000 -13.039287 0.00000
 93  -2.311723 0.00000 -13.037937 0.00000
 94  -2.310373 0.00000 -13.036587 0.00000
 95  -2.309023 0.00000 -13.035237 0.00000
 96  -2.307673 0.00000 -13.033887 0.00000
 97  -2.306323 0.00000 -13.032537 0.00000
 98  -2.304973 0.00000 -13.031187 0.00000
 99  -2.303623 0.00000 -13.029837 0.00000
100  -2.302273 0.00000 -13.028487 0.00000
