  1 -10.579422 0.00000  12.761212 0.00000
  2 -10.578072 0.00000  12.762562 0.00000
  3 -10.576722 0.00000  12.763912 0.00000
  4 -10.575372 0.00000  12.765262 0.00000
  5 -10.574022 0.00000  12.766612 0.00000
  6 -10.572672 0.00000  12.767962 0.00000
  7 -10.571322 0.00000  12.769312 0.00000
  8 -10.569972 0.00000  12.770662 0.00000
  9 -10.568622 0.00000  12.772012 0.00000
 10 -10.567272 0.00000  12.773362 0.00000
 11 -10.565922 0.00000  12.774712 0.00000
 12 -10.564572 0.00000  12.776062 0.00000
 13 -10.563222 0.00000  12.777412 0.00000
 14 -10.561872 0.00000  12.778762 0.00000
 15 -10.560522 0.00000  12.780112 0.00000
 16 -10.559172 0.00000  12.781462 0.00000
 17 -10.557822 0.00000  12.782812 0.00000
 18 -10.556472 0.00000  12.784162 0.00000
 19 -10.555122 0.00000  12.785512 0.00000
 20 -10.553772 0.00000  12.786862 0.00000
 21 -10.552422 0.00000  12.788212 0.00000
 22 -10.551072 0.00000  12.789562 0.00000
 23 -10.549722 0.00000  12.790912 0.00065
 24 -10.548372 0.00000  12.792262 0.00467
 25 -10.547022 0.00000  12.793612 0.01251
 26 -10.545672 0.00000  12.794962 0.02581
 27 -10.544322 0.00010  12.796312 0.04788
 28 -10.542972 0.00230  12.797662 0.10487
 29 -10.541622 0.00740  12.799012 0.18956
 30 -10.540272 0.01648  12.800362 0.27380
 31 -10.538922 0.03044  12.801712 0.35756
 32 -10.537572 0.04945  12.803062 0.44481
 33 -10.536222 0.06834  12.804412 0.54009
 34 -10.534872 0.10030  12.805762 0.64047
 35 -10.533522 0.16639  12.807112 0.70503
 36 -10.532172 0.26571  12.808462 0.77192
 37 -10.530822 0.38855  12.809812 0.82756
 38 -10.529472 0.51232  12.811162 0.87412
 39 -10.528122 0.62790  12.812512 0.91017
 40 -10.526772 0.71780  12.813862 0.93994
 41 -10.525422 0.77828  12.815212 0.95954
 42 -10.524072 0.83116  12.816562 0.97031
 43 -10.522722 0.86886  12.817912 0.99061
 44 -10.521372 0.90025  12.819262 0.98996
 45 -10.520022 0.92483  12.820612 1.00000
 46 -10.518672 0.94492  12.821962 0.99738
 47 -10.517322 0.96683  12.823312 0.99680
 48 -10.515972 0.98319  12.824662 0.99145
 49 -10.514622 0.99375  12.826012 0.99466
 50 -10.513272 0.99337  12.827362 0.99021
 51 -10.511922 0.99297  12.828712 0.97306
 52 -10.510572 1.00000  12.830062 0.96139
 53 -10.509222 0.98662  12.831412 0.93803
 54 -10.507872 0.97343  12.832762 0.92661
 55 -10.506522 0.95265  12.834112 0.89996
 56 -10.505172 0.92921  12.835462 0.85492
 57 -10.503822 0.90538  12.836812 0.81316
 58 -10.502472 0.88009  12.838162 0.75361
 59 -10.501122 0.83529  12.839512 0.68866
 60 -10.499772 0.77791  12.840862 0.62026
 61 -10.498422 0.72861  12.842212 0.51442
 62 -10.497072 0.66010  12.843562 0.40629
 63 -10.495722 0.58258  12.844912 0.31089
 64 -10.494372 0.49213  12.846262 0.23351
 65 -10.493022 0.38250  12.847612 0.16805
 66 -10.491672 0.26246  12.848962 0.10420
 67 -10.490322 0.15478  12.850312 0.05545
 68 -10.488972 0.07712  12.851662 0.02306
 69 -10.487622 0.01949  12.853012 0.00396
 70 -10.486272 0.00075  12.854362 0.00000
 71 -10.484922 0.00000  12.855712 0.00000
 72 -10.483572 0.00000  12.857062 0.00000
 73 -10.482222 0.00000  12.858412 0.00000
 74 -10.480872 0.00000  12.859762 0.00000
 75 -10.479522 0.00000  12.861112 0.00000
 76 -10.478172 0.00000  12.862462 0.00000
 77 -10.476822 0.00000  12.863812 0.00000
 78 -10.475472 0.00000  12.865162 0.00000
 79 -10.474122 0.00000  12.866512 0.00000
 80 -10.472772 0.00000  12.867862 0.00000
 81 -10.471422 0.00000  12.869212 0.00000
 82 -10.470072 0.00000  12.870562 0.00000
 83 -10.468722 0.00000  12.871912 0.00000
 84 -10.467372 0.00000  12.873262 0.00000
 85 -10.466022 0.00000  12.874612 0.00000
 86 -10.464672 0.00000  12.875962 0.00000
 87 -10.463322 0.00000  12.877312 0.00000
 88 -10.461972 0.00000  12.878662 0.00000
 89 -10.460622 0.00000  12.880012 0.00000
 90 -10.459272 0.00000  12.881362 0.00000
 91 -10.457922 0.00000  12.882712 0.00000
 92 -10.456572 0.00000  12.884062 0.00000
 93 -10.455222 0.00000  12.885412 0.00000
 94 -10.453872 0.00000  12.886762 0.00000
 95 -10.452522 0.00000  12.888112 0.00000
 96 -10.451172 0.00000  12.889462 0.00000
 97 -10.449822 0.00000  12.890812 0.00000
 98 -10.448472 0.00000  12.892162 0.00000
 99 -10.447122 0.00000  12.893512 0.00000
100 -10.445772 0.00000  12.894862 0.00000
