  1 -11.063214 0.00000   5.872566 0.00000
  2 -11.061864 0.00000   5.873916 0.00000
  3 -11.060514 0.00000   5.875266 0.00000
  4 -11.059164 0.00000   5.876616 0.00000
  5 -11.057814 0.00000   5.877966 0.00000
  6 -11.056464 0.00000   5.879316 0.00000
  7 -11.055114 0.00000   5.880666 0.00000
  8 -11.053764 0.00000   5.882016 0.00000
  9 -11.052414 0.00000   5.883366 0.00000
 10 -11.051064 0.00000   5.884716 0.00000
 11 -11.049714 0.00000   5.886066 0.00000
 12 -11.048364 0.00000   5.887416 0.00000
 13 -11.047014 0.00000   5.888766 0.00000
 14 -11.045664 0.00000   5.890116 0.00000
 15 -11.044314 0.00000   5.891466 0.00000
 16 -11.042964 0.00000   5.892816 0.00000
 17 -11.041614 0.00000   5.894166 0.00000
 18 -11.040264 0.00000   5.895516 0.00000
 19 -11.038914 0.00000   5.896866 0.00000
 20 -11.037564 0.00000   5.898216 0.00000
 21 -11.036214 0.00000   5.899566 0.00000
 22 -11.034864 0.00000   5.900916 0.00000
 23 -11.033514 0.00000   5.902266 0.00000
 24 -11.032164 0.00000   5.903616 0.00000
 25 -11.030814 0.00000   5.904966 0.00000
 26 -11.029464 0.00000   5.906316 0.00000
 27 -11.028114 0.00002   5.907666 0.00006
 28 -11.026764 0.00055   5.909016 0.01100
 29 -11.025414 0.00274   5.910366 0.05057
 30 -11.024064 0.00573   5.911716 0.10897
 31 -11.022714 0.01233   5.913066 0.19247
 32 -11.021364 0.02421   5.914416 0.30543
 33 -11.020014 0.06173   5.915766 0.41159
 34 -11.018664 0.13674   5.917116 0.51889
 35 -11.017314 0.23579   5.918466 0.60750
 36 -11.015964 0.36623   5.919816 0.69490
 37 -11.014614 0.48422   5.921166 0.75920
 38 -11.013264 0.58564   5.922516 0.80192
 39 -11.011914 0.68105   5.923866 0.85469
 40 -11.010564 0.74936   5.925216 0.87881
 41 -11.009214 0.80207   5.926566 0.90872
 42 -11.007864 0.84435   5.927916 0.93152
 43 -11.006514 0.88192   5.929266 0.96033
 44 -11.005164 0.92100   5.930616 0.96880
 45 -11.003814 0.93453   5.931966 0.98603
 46 -11.002464 0.96031   5.933316 0.99131
 47 -11.001114 0.97339   5.934666 0.99920
 48 -10.999764 0.98488   5.936016 0.99909
 49 -10.998414 1.00000   5.937366 1.00000
 50 -10.997064 0.99459   5.938716 0.99246
 51 -10.995714 0.99890   5.940066 0.99543
 52 -10.994364 0.99051   5.941416 0.97708
 53 -10.993014 0.98856   5.942766 0.96523
 54 -10.991664 0.97476   5.944116 0.94564
 55 -10.990314 0.95232   5.945466 0.92055
 56 -10.988964 0.92514   5.946816 0.89472
 57 -10.987614 0.90753   5.948166 0.86421
 58 -10.986264 0.86812   5.949516 0.82654
 59 -10.984914 0.82688   5.950866 0.79045
 60 -10.983564 0.76630   5.952216 0.72646
 61 -10.982214 0.72071   5.953566 0.66618
 62 -10.980864 0.64191   5.954916 0.57936
 63 -10.979514 0.54580   5.956266 0.46711
 64 -10.978164 0.43270   5.957616 0.36807
 65 -10.976814 0.31843   5.958966 0.25552
 66 -10.975464 0.20777   5.960316 0.15324
 67 -10.974114 0.10797   5.961666 0.08055
 68 -10.972764 0.04352   5.963016 0.03860
 69 -10.971414 0.00473   5.964366 0.01131
 70 -10.970064 0.00000   5.965716 0.00036
 71 -10.968714 0.00000   5.967066 0.00000
 72 -10.967364 0.00000   5.968416 0.00000
 73 -10.966014 0.00000   5.969766 0.00000
 74 -10.964664 0.00000   5.971116 0.00000
 75 -10.963314 0.00000   5.972466 0.00000
 76 -10.961964 0.00000   5.973816 0.00000
 77 -10.960614 0.00000   5.975166 0.00000
 78 -10.959264 0.00000   5.976516 0.00000
 79 -10.957914 0.00000   5.977866 0.00000
 80 -10.956564 0.00000   5.979216 0.00000
 81 -10.955214 0.00000   5.980566 0.00000
 82 -10.953864 0.00000   5.981916 0.00000
 83 -10.952514 0.00000   5.983266 0.00000
 84 -10.951164 0.00000   5.984616 0.00000
 85 -10.949814 0.00000   5.985966 0.00000
 86 -10.948464 0.00000   5.987316 0.00000
 87 -10.947114 0.00000   5.988666 0.00000
 88 -10.945764 0.00000   5.990016 0.00000
 89 -10.944414 0.00000   5.991366 0.00000
 90 -10.943064 0.00000   5.992716 0.00000
 91 -10.941714 0.00000   5.994066 0.00000
 92 -10.940364 0.00000   5.995416 0.00000
 93 -10.939014 0.00000   5.996766 0.00000
 94 -10.937664 0.00000   5.998116 0.00000
 95 -10.936314 0.00000   5.999466 0.00000
 96 -10.934964 0.00000   6.000816 0.00000
 97 -10.933614 0.00000   6.002166 0.00000
 98 -10.932264 0.00000   6.003516 0.00000
 99 -10.930914 0.00000   6.004866 0.00000
100 -10.929564 0.00000   6.006216 0.00000
