  1 -12.039636 0.00000   0.627514 0.00000
  2 -12.038286 0.00000   0.628864 0.00000
  3 -12.036936 0.00000   0.630214 0.00000
  4 -12.035586 0.00000   0.631564 0.00000
  5 -12.034236 0.00000   0.632914 0.00000
  6 -12.032886 0.00000   0.634264 0.00000
  7 -12.031536 0.00000   0.635614 0.00000
  8 -12.030186 0.00000   0.636964 0.00000
  9 -12.028836 0.00000   0.638314 0.00000
 10 -12.027486 0.00000   0.639664 0.00000
 11 -12.026136 0.00000   0.641014 0.00000
 12 -12.024786 0.00000   0.642364 0.00000
 13 -12.023436 0.00000   0.643714 0.00000
 14 -12.022086 0.00000   0.645064 0.00000
 15 -12.020736 0.00000   0.646414 0.00000
 16 -12.019386 0.00000   0.647764 0.00000
 17 -12.018036 0.00000   0.649114 0.00000
 18 -12.016686 0.00000   0.650464 0.00000
 19 -12.015336 0.00000   0.651814 0.00000
 20 -12.013986 0.00000   0.653164 0.00000
 21 -12.012636 0.00000   0.654514 0.00000
 22 -12.011286 0.00000   0.655864 0.00000
 23 -12.009936 0.00000   0.657214 0.00000
 24 -12.008586 0.00000   0.658564 0.00000
 25 -12.007236 0.00002   0.659914 0.00000
 26 -12.005886 0.00099   0.661264 0.00000
 27 -12.004536 0.00207   0.662614 0.00008
 28 -12.003186 0.00470   0.663964 0.00480
 29 -12.001836 0.00803   0.665314 0.03202
 30 -12.000486 0.01180   0.666664 0.07759
 31 -11.999136 0.02101   0.668014 0.13733
 32 -11.997786 0.03237   0.669364 0.21420
 33 -11.996436 0.06399   0.670714 0.32162
 34 -11.995086 0.14353   0.672064 0.43195
 35 -11.993736 0.23641   0.673414 0.53958
 36 -11.992386 0.36309   0.674764 0.63636
 37 -11.991036 0.47900   0.676114 0.70924
 38 -11.989686 0.59095   0.677464 0.76052
 39 -11.988336 0.67494   0.678814 0.81466
 40 -11.986986 0.74534   0.680164 0.84357
 41 -11.985636 0.80657   0.681514 0.88931
 42 -11.984286 0.84625   0.682864 0.92313
 43 -11.982936 0.88248   0.684214 0.94212
 44 -11.981586 0.91404   0.685564 0.95179
 45 -11.980236 0.94101   0.686914 0.97164
 46 -11.978886 0.96446   0.688264 0.98387
 47 -11.977536 0.97079   0.689614 0.99091
 48 -11.976186 0.98675   0.690964 0.99573
 49 -11.974836 1.00000   0.692314 0.99559
 50 -11.973486 0.99869   0.693664 0.99382
 51 -11.972136 0.99813   0.695014 1.00000
 52 -11.970786 0.98145   0.696364 0.98051
 53 -11.969436 0.97219   0.697714 0.98697
 54 -11.968086 0.95700   0.699064 0.95889
 55 -11.966736 0.94640   0.700414 0.93965
 56 -11.965386 0.91680   0.701764 0.91160
 57 -11.964036 0.88549   0.703114 0.89629
 58 -11.962686 0.84056   0.704464 0.86251
 59 -11.961336 0.80566   0.705814 0.83514
 60 -11.959986 0.74958   0.707164 0.77416
 61 -11.958636 0.69383   0.708514 0.72415
 62 -11.957286 0.62075   0.709864 0.65518
 63 -11.955936 0.52304   0.711214 0.55941
 64 -11.954586 0.39910   0.712564 0.46779
 65 -11.953236 0.28774   0.713914 0.37043
 66 -11.951886 0.18094   0.715264 0.27291
 67 -11.950536 0.08980   0.716614 0.17201
 68 -11.949186 0.03948   0.717964 0.09001
 69 -11.947836 0.00562   0.719314 0.03842
 70 -11.946486 0.00000   0.720664 0.00804
 71 -11.945136 0.00000   0.722014 0.00083
 72 -11.943786 0.00000   0.723364 0.00011
 73 -11.942436 0.00000   0.724714 0.00000
 74 -11.941086 0.00000   0.726064 0.00000
 75 -11.939736 0.00000   0.727414 0.00000
 76 -11.938386 0.00000   0.728764 0.00000
 77 -11.937036 0.00000   0.730114 0.00000
 78 -11.935686 0.00000   0.731464 0.00000
 79 -11.934336 0.00000   0.732814 0.00000
 80 -11.932986 0.00000   0.734164 0.00000
 81 -11.931636 0.00000   0.735514 0.00000
 82 -11.930286 0.00000   0.736864 0.00000
 83 -11.928936 0.00000   0.738214 0.00000
 84 -11.927586 0.00000   0.739564 0.00000
 85 -11.926236 0.00000   0.740914 0.00000
 86 -11.924886 0.00000   0.742264 0.00000
 87 -11.923536 0.00000   0.743614 0.00000
 88 -11.922186 0.00000   0.744964 0.00000
 89 -11.920836 0.00000   0.746314 0.00000
 90 -11.919486 0.00000   0.747664 0.00000
 91 -11.918136 0.00000   0.749014 0.00000
 92 -11.916786 0.00000   0.750364 0.00000
 93 -11.915436 0.00000   0.751714 0.00000
 94 -11.914086 0.00000   0.753064 0.00000
 95 -11.912736 0.00000   0.754414 0.00000
 96 -11.911386 0.00000   0.755764 0.00000
 97 -11.910036 0.00000   0.757114 0.00000
 98 -11.908686 0.00000   0.758464 0.00000
 99 -11.907336 0.00000   0.759814 0.00000
100 -11.905986 0.00000   0.761164 0.00000
