  1 -10.569465 0.00000  -9.396607 0.00000
  2 -10.568115 0.00000  -9.395257 0.00000
  3 -10.566765 0.00000  -9.393907 0.00000
  4 -10.565415 0.00000  -9.392557 0.00000
  5 -10.564065 0.00000  -9.391207 0.00000
  6 -10.562715 0.00000  -9.389857 0.00000
  7 -10.561365 0.00000  -9.388507 0.00000
  8 -10.560015 0.00000  -9.387157 0.00000
  9 -10.558665 0.00000  -9.385807 0.00000
 10 -10.557315 0.00000  -9.384457 0.00000
 11 -10.555965 0.00000  -9.383107 0.00000
 12 -10.554615 0.00000  -9.381757 0.00000
 13 -10.553265 0.00000  -9.380407 0.00000
 14 -10.551915 0.00000  -9.379057 0.00000
 15 -10.550565 0.00000  -9.377707 0.00000
 16 -10.549215 0.00000  -9.376357 0.00000
 17 -10.547865 0.00000  -9.375007 0.00000
 18 -10.546515 0.00000  -9.373657 0.00000
 19 -10.545165 0.00000  -9.372307 0.00000
 20 -10.543815 0.00000  -9.370957 0.00000
 21 -10.542465 0.00000  -9.369607 0.00000
 22 -10.541115 0.00000  -9.368257 0.00000
 23 -10.539765 0.00000  -9.366907 0.00000
 24 -10.538415 0.00000  -9.365557 0.00000
 25 -10.537065 0.00000  -9.364207 0.00000
 26 -10.535715 0.00000  -9.362857 0.00000
 27 -10.534365 0.00000  -9.361507 0.00011
 28 -10.533015 0.00010  -9.360157 0.00316
 29 -10.531665 0.00047  -9.358807 0.01126
 30 -10.530315 0.00229  -9.357457 0.02725
 31 -10.528965 0.00626  -9.356107 0.05248
 32 -10.527615 0.02067  -9.354757 0.10239
 33 -10.526265 0.05204  -9.353407 0.19320
 34 -10.524915 0.11400  -9.352057 0.30717
 35 -10.523565 0.22471  -9.350707 0.41887
 36 -10.522215 0.38925  -9.349357 0.51913
 37 -10.520865 0.53532  -9.348007 0.60228
 38 -10.519515 0.62893  -9.346657 0.68702
 39 -10.518165 0.70625  -9.345307 0.74346
 40 -10.516815 0.76764  -9.343957 0.80129
 41 -10.515465 0.81454  -9.342607 0.83601
 42 -10.514115 0.85742  -9.341257 0.86988
 43 -10.512765 0.88999  -9.339907 0.90827
 44 -10.511415 0.92448  -9.338557 0.92880
 45 -10.510065 0.95113  -9.337207 0.94875
 46 -10.508715 0.96943  -9.335857 0.97207
 47 -10.507365 0.98270  -9.334507 0.98036
 48 -10.506015 0.99058  -9.333157 0.98586
 49 -10.504665 0.99494  -9.331807 0.99390
 50 -10.503315 0.99781  -9.330457 0.99418
 51 -10.501965 1.00000  -9.329107 0.99233
 52 -10.500615 0.98494  -9.327757 1.00000
 53 -10.499265 0.97971  -9.326407 0.99222
 54 -10.497915 0.97290  -9.325057 0.98110
 55 -10.496565 0.95350  -9.323707 0.97851
 56 -10.495215 0.91866  -9.322357 0.96266
 57 -10.493865 0.89757  -9.321007 0.93244
 58 -10.492515 0.85770  -9.319657 0.92025
 59 -10.491165 0.81578  -9.318307 0.88829
 60 -10.489815 0.76100  -9.316957 0.86286
 61 -10.488465 0.69979  -9.315607 0.82988
 62 -10.487115 0.62501  -9.314257 0.77624
 63 -10.485765 0.53462  -9.312907 0.71812
 64 -10.484415 0.43481  -9.311557 0.65262
 65 -10.483065 0.31717  -9.310207 0.57437
 66 -10.481715 0.16322  -9.308857 0.48236
 67 -10.480365 0.02850  -9.307507 0.35813
 68 -10.479015 0.00005  -9.306157 0.24218
 69 -10.477665 0.00000  -9.304807 0.13372
 70 -10.476315 0.00000  -9.303457 0.08284
 71 -10.474965 0.00000  -9.302107 0.04606
 72 -10.473615 0.00000  -9.300757 0.01633
 73 -10.472265 0.00000  -9.299407 0.00114
 74 -10.470915 0.00000  -9.298057 0.00000
 75 -10.469565 0.00000  -9.296707 0.00000
 76 -10.468215 0.00000  -9.295357 0.00000
 77 -10.466865 0.00000  -9.294007 0.00000
 78 -10.465515 0.00000  -9.292657 0.00000
 79 -10.464165 0.00000  -9.291307 0.00000
 80 -10.462815 0.00000  -9.289957 0.00000
 81 -10.461465 0.00000  -9.288607 0.00000
 82 -10.460115 0.00000  -9.287257 0.00000
 83 -10.458765 0.00000  -9.285907 0.00000
 84 -10.457415 0.00000  -9.284557 0.00000
 85 -10.456065 0.00000  -9.283207 0.00000
 86 -10.454715 0.00000  -9.281857 0.00000
 87 -10.453365 0.00000  -9.280507 0.00000
 88 -10.452015 0.00000  -9.279157 0.00000
 89 -10.450665 0.00000  -9.277807 0.00000
 90 -10.449315 0.00000  -9.276457 0.00000
 91 -10.447965 0.00000  -9.275107 0.00000
 92 -10.446615 0.00000  -9.273757 0.00000
 93 -10.445265 0.00000  -9.272407 0.00000
 94 -10.443915 0.00000  -9.271057 0.00000
 95 -10.442565 0.00000  -9.269707 0.00000
 96 -10.441215 0.00000  -9.268357 0.00000
 97 -10.439865 0.00000  -9.267007 0.00000
 98 -10.438515 0.00000  -9.265657 0.00000
 99 -10.437165 0.00000  -9.264307 0.00000
100 -10.435815 0.00000  -9.262957 0.00000
