  1   2.921684 0.00000  -5.429706 0.00000
  2   2.923034 0.00000  -5.428356 0.00000
  3   2.924384 0.00000  -5.427006 0.00000
  4   2.925734 0.00000  -5.425656 0.00000
  5   2.927084 0.00000  -5.424306 0.00000
  6   2.928434 0.00000  -5.422956 0.00000
  7   2.929784 0.00000  -5.421606 0.00000
  8   2.931134 0.00000  -5.420256 0.00000
  9   2.932484 0.00000  -5.418906 0.00000
 10   2.933834 0.00000  -5.417556 0.00000
 11   2.935184 0.00000  -5.416206 0.00000
 12   2.936534 0.00000  -5.414856 0.00000
 13   2.937884 0.00000  -5.413506 0.00000
 14   2.939234 0.00000  -5.412156 0.00000
 15   2.940584 0.00000  -5.410806 0.00000
 16   2.941934 0.00000  -5.409456 0.00000
 17   2.943284 0.00000  -5.408106 0.00000
 18   2.944634 0.00000  -5.406756 0.00000
 19   2.945984 0.00000  -5.405406 0.00000
 20   2.947334 0.00000  -5.404056 0.00000
 21   2.948684 0.00000  -5.402706 0.00000
 22   2.950034 0.00000  -5.401356 0.00000
 23   2.951384 0.00000  -5.400006 0.00000
 24   2.952734 0.00000  -5.398656 0.00000
 25   2.954084 0.00000  -5.397306 0.00116
 26   2.955434 0.00000  -5.395956 0.00949
 27   2.956784 0.00000  -5.394606 0.02537
 28   2.958134 0.00000  -5.393256 0.04538
 29   2.959484 0.00000  -5.391906 0.06880
 30   2.960834 0.00005  -5.390556 0.09799
 31   2.962184 0.01284  -5.389206 0.13668
 32   2.963534 0.05264  -5.387856 0.18421
 33   2.964884 0.14009  -5.386506 0.26431
 34   2.966234 0.25301  -5.385156 0.37497
 35   2.967584 0.37274  -5.383806 0.47036
 36   2.968934 0.49810  -5.382456 0.54925
 37   2.970284 0.60028  -5.381106 0.64038
 38   2.971634 0.67418  -5.379756 0.70868
 39   2.972984 0.73876  -5.378406 0.77107
 40   2.974334 0.78055  -5.377056 0.81789
 41   2.975684 0.82968  -5.375706 0.85824
 42   2.977034 0.86384  -5.374356 0.88485
 43   2.978384 0.88888  -5.373006 0.91546
 44   2.979734 0.91416  -5.371656 0.93919
 45   2.981084 0.94228  -5.370306 0.96437
 46   2.982434 0.95797  -5.368956 0.97754
 47   2.983784 0.97453  -5.367606 0.98231
 48   2.985134 0.97456  -5.366256 0.99384
 49   2.986484 0.98409  -5.364906 1.00000
 50   2.987834 0.98445  -5.363556 0.99169
 51   2.989184 1.00000  -5.362206 0.99686
 52   2.990534 0.98275  -5.360856 0.99119
 53   2.991884 0.97335  -5.359506 0.98454
 54   2.993234 0.97789  -5.358156 0.96256
 55   2.994584 0.96270  -5.356806 0.95770
 56   2.995934 0.93832  -5.355456 0.93753
 57   2.997284 0.92413  -5.354106 0.91673
 58   2.998634 0.89877  -5.352756 0.87307
 59   2.999984 0.87726  -5.351406 0.84603
 60   3.001334 0.84234  -5.350056 0.80294
 61   3.002684 0.79484  -5.348706 0.75117
 62   3.004034 0.74559  -5.347356 0.68248
 63   3.005384 0.70217  -5.346006 0.62148
 64   3.006734 0.63636  -5.344656 0.55052
 65   3.008084 0.54847  -5.343306 0.47384
 66   3.009434 0.39165  -5.341956 0.39305
 67   3.010784 0.27796  -5.340606 0.29424
 68   3.012134 0.17089  -5.339256 0.18211
 69   3.013484 0.08379  -5.337906 0.11003
 70   3.014834 0.01834  -5.336556 0.06753
 71   3.016184 0.00016  -5.335206 0.03083
 72   3.017534 0.00000  -5.333856 0.00797
 73   3.018884 0.00000  -5.332506 0.00017
 74   3.020234 0.00000  -5.331156 0.00000
 75   3.021584 0.00000  -5.329806 0.00000
 76   3.022934 0.00000  -5.328456 0.00000
 77   3.024284 0.00000  -5.327106 0.00000
 78   3.025634 0.00000  -5.325756 0.00000
 79   3.026984 0.00000  -5.324406 0.00000
 80   3.028334 0.00000  -5.323056 0.00000
 81   3.029684 0.00000  -5.321706 0.00000
 82   3.031034 0.00000  -5.320356 0.00000
 83   3.032384 0.00000  -5.319006 0.00000
 84   3.033734 0.00000  -5.317656 0.00000
 85   3.035084 0.00000  -5.316306 0.00000
 86   3.036434 0.00000  -5.314956 0.00000
 87   3.037784 0.00000  -5.313606 0.00000
 88   3.039134 0.00000  -5.312256 0.00000
 89   3.040484 0.00000  -5.310906 0.00000
 90   3.041834 0.00000  -5.309556 0.00000
 91   3.043184 0.00000  -5.308206 0.00000
 92   3.044534 0.00000  -5.306856 0.00000
 93   3.045884 0.00000  -5.305506 0.00000
 94   3.047234 0.00000  -5.304156 0.00000
 95   3.048584 0.00000  -5.302806 0.00000
 96   3.049934 0.00000  -5.301456 0.00000
 97   3.051284 0.00000  -5.300106 0.00000
 98   3.052634 0.00000  -5.298756 0.00000
 99   3.053984 0.00000  -5.297406 0.00000
100   3.055334 0.00000  -5.296056 0.00000
