  1  -4.516374 0.00000  -9.142774 0.00000
  2  -4.515024 0.00000  -9.141424 0.00000
  3  -4.513674 0.00000  -9.140074 0.00000
  4  -4.512324 0.00000  -9.138724 0.00000
  5  -4.510974 0.00000  -9.137374 0.00000
  6  -4.509624 0.00000  -9.136024 0.00000
  7  -4.508274 0.00000  -9.134674 0.00000
  8  -4.506924 0.00000  -9.133324 0.00000
  9  -4.505574 0.00000  -9.131974 0.00000
 10  -4.504224 0.00000  -9.130624 0.00000
 11  -4.502874 0.00000  -9.129274 0.00000
 12  -4.501524 0.00000  -9.127924 0.00000
 13  -4.500174 0.00000  -9.126574 0.00000
 14  -4.498824 0.00000  -9.125224 0.00000
 15  -4.497474 0.00000  -9.123874 0.00000
 16  -4.496124 0.00000  -9.122524 0.00000
 17  -4.494774 0.00000  -9.121174 0.00000
 18  -4.493424 0.00000  -9.119824 0.00000
 19  -4.492074 0.00000  -9.118474 0.00000
 20  -4.490724 0.00000  -9.117124 0.00000
 21  -4.489374 0.00000  -9.115774 0.00000
 22  -4.488024 0.00000  -9.114424 0.00000
 23  -4.486674 0.00000  -9.113074 0.00043
 24  -4.485324 0.00000  -9.111724 0.00415
 25  -4.483974 0.00000  -9.110374 0.01472
 26  -4.482624 0.00000  -9.109024 0.02771
 27  -4.481274 0.00000  -9.107674 0.04429
 28  -4.479924 0.00000  -9.106324 0.06624
 29  -4.478574 0.00000  -9.104974 0.09380
 30  -4.477224 0.00000  -9.103624 0.12897
 31  -4.475874 0.00003  -9.102274 0.17038
 32  -4.474524 0.00146  -9.100924 0.21626
 33  -4.473174 0.01152  -9.099574 0.28432
 34  -4.471824 0.11204  -9.098224 0.36775
 35  -4.470474 0.34899  -9.096874 0.43912
 36  -4.469124 0.49802  -9.095524 0.51092
 37  -4.467774 0.59217  -9.094174 0.57860
 38  -4.466424 0.67848  -9.092824 0.64049
 39  -4.465074 0.73537  -9.091474 0.70396
 40  -4.463724 0.79002  -9.090124 0.76128
 41  -4.462374 0.82680  -9.088774 0.79906
 42  -4.461024 0.86556  -9.087424 0.85531
 43  -4.459674 0.90755  -9.086074 0.89652
 44  -4.458324 0.92953  -9.084724 0.91409
 45  -4.456974 0.95328  -9.083374 0.94568
 46  -4.455624 0.96494  -9.082024 0.96075
 47  -4.454274 0.98296  -9.080674 0.97886
 48  -4.452924 0.99441  -9.079324 0.98105
 49  -4.451574 0.99521  -9.077974 0.99574
 50  -4.450224 1.00000  -9.076624 1.00000
 51  -4.448874 0.99415  -9.075274 0.99096
 52  -4.447524 0.99469  -9.073924 0.98410
 53  -4.446174 0.99121  -9.072574 0.97552
 54  -4.444824 0.97570  -9.071224 0.96406
 55  -4.443474 0.95867  -9.069874 0.95951
 56  -4.442124 0.93895  -9.068524 0.93399
 57  -4.440774 0.91694  -9.067174 0.91562
 58  -4.439424 0.88684  -9.065824 0.88892
 59  -4.438074 0.84845  -9.064474 0.85370
 60  -4.436724 0.80922  -9.063124 0.80842
 61  -4.435374 0.76305  -9.061774 0.75059
 62  -4.434024 0.69929  -9.060424 0.70105
 63  -4.432674 0.62367  -9.059074 0.64671
 64  -4.431324 0.53090  -9.057724 0.57911
 65  -4.429974 0.40646  -9.056374 0.51201
 66  -4.428624 0.23763  -9.055024 0.44375
 67  -4.427274 0.06875  -9.053674 0.35712
 68  -4.425924 0.00830  -9.052324 0.27694
 69  -4.424574 0.00000  -9.050974 0.20952
 70  -4.423224 0.00000  -9.049624 0.16111
 71  -4.421874 0.00000  -9.048274 0.12001
 72  -4.420524 0.00000  -9.046924 0.08919
 73  -4.419174 0.00000  -9.045574 0.05700
 74  -4.417824 0.00000  -9.044224 0.03185
 75  -4.416474 0.00000  -9.042874 0.01587
 76  -4.415124 0.00000  -9.041524 0.00268
 77  -4.413774 0.00000  -9.040174 0.00000
 78  -4.412424 0.00000  -9.038824 0.00000
 79  -4.411074 0.00000  -9.037474 0.00000
 80  -4.409724 0.00000  -9.036124 0.00000
 81  -4.408374 0.00000  -9.034774 0.00000
 82  -4.407024 0.00000  -9.033424 0.00000
 83  -4.405674 0.00000  -9.032074 0.00000
 84  -4.404324 0.00000  -9.030724 0.00000
 85  -4.402974 0.00000  -9.029374 0.00000
 86  -4.401624 0.00000  -9.028024 0.00000
 87  -4.400274 0.00000  -9.026674 0.00000
 88  -4.398924 0.00000  -9.025324 0.00000
 89  -4.397574 0.00000  -9.023974 0.00000
 90  -4.396224 0.00000  -9.022624 0.00000
 91  -4.394874 0.00000  -9.021274 0.00000
 92  -4.393524 0.00000  -9.019924 0.00000
 93  -4.392174 0.00000  -9.018574 0.00000
 94  -4.390824 0.00000  -9.017224 0.00000
 95  -4.389474 0.00000  -9.015874 0.00000
 96  -4.388124 0.00000  -9.014524 0.00000
 97  -4.386774 0.00000  -9.013174 0.00000
 98  -4.385424 0.00000  -9.011824 0.00000
 99  -4.384074 0.00000  -9.010474 0.00000
100  -4.382724 0.00000  -9.009124 0.00000
