  1 -13.501023 0.00000   6.844536 0.00000
  2 -13.499673 0.00000   6.845886 0.00000
  3 -13.498323 0.00000   6.847236 0.00000
  4 -13.496973 0.00000   6.848586 0.00000
  5 -13.495623 0.00000   6.849936 0.00000
  6 -13.494273 0.00000   6.851286 0.00000
  7 -13.492923 0.00000   6.852636 0.00000
  8 -13.491573 0.00000   6.853986 0.00000
  9 -13.490223 0.00000   6.855336 0.00000
 10 -13.488873 0.00000   6.856686 0.00000
 11 -13.487523 0.00000   6.858036 0.00000
 12 -13.486173 0.00000   6.859386 0.00000
 13 -13.484823 0.00000   6.860736 0.00000
 14 -13.483473 0.00000   6.862086 0.00000
 15 -13.482123 0.00000   6.863436 0.00000
 16 -13.480773 0.00000   6.864786 0.00000
 17 -13.479423 0.00000   6.866136 0.00000
 18 -13.478073 0.00000   6.867486 0.00000
 19 -13.476723 0.00000   6.868836 0.00000
 20 -13.475373 0.00000   6.870186 0.00000
 21 -13.474023 0.00000   6.871536 0.00000
 22 -13.472673 0.00000   6.872886 0.00000
 23 -13.471323 0.00000   6.874236 0.00000
 24 -13.469973 0.00000   6.875586 0.00014
 25 -13.468623 0.00000   6.876936 0.00438
 26 -13.467273 0.00007   6.878286 0.02366
 27 -13.465923 0.00056   6.879636 0.05383
 28 -13.464573 0.00166   6.880986 0.09268
 29 -13.463223 0.00403   6.882336 0.13290
 30 -13.461873 0.00732   6.883686 0.19191
 31 -13.460523 0.01284   6.885036 0.25797
 32 -13.459173 0.02485   6.886386 0.33527
 33 -13.457823 0.04715   6.887736 0.42434
 34 -13.456473 0.10288   6.889086 0.51683
 35 -13.455123 0.19635   6.890436 0.61118
 36 -13.453773 0.30580   6.891786 0.69424
 37 -13.452423 0.42732   6.893136 0.75354
 38 -13.451073 0.52875   6.894486 0.80922
 39 -13.449723 0.61908   6.895836 0.84941
 40 -13.448373 0.70626   6.897186 0.88887
 41 -13.447023 0.77492   6.898536 0.91564
 42 -13.445673 0.82339   6.899886 0.94559
 43 -13.444323 0.85527   6.901236 0.95860
 44 -13.442973 0.88988   6.902586 0.97984
 45 -13.441623 0.92410   6.903936 0.98250
 46 -13.440273 0.96027   6.905286 0.99226
 47 -13.438923 0.96205   6.906636 0.99759
 48 -13.437573 0.98655   6.907986 0.99387
 49 -13.436223 0.98614   6.909336 1.00000
 50 -13.434873 1.00000   6.910686 0.98239
 51 -13.433523 0.99151   6.912036 0.97690
 52 -13.432173 0.99097   6.913386 0.97227
 53 -13.430823 0.97066   6.914736 0.96009
 54 -13.429473 0.96439   6.916086 0.93904
 55 -13.428123 0.94936   6.917436 0.90532
 56 -13.426773 0.92368   6.918786 0.88363
 57 -13.425423 0.89910   6.920136 0.84392
 58 -13.424073 0.85759   6.921486 0.79159
 59 -13.422723 0.82698   6.922836 0.74169
 60 -13.421373 0.77368   6.924186 0.67167
 61 -13.420023 0.70780   6.925536 0.58991
 62 -13.418673 0.64354   6.926886 0.51129
 63 -13.417323 0.54972   6.928236 0.43752
 64 -13.415973 0.42456   6.929586 0.34863
 65 -13.414623 0.31834   6.930936 0.27825
 66 -13.413273 0.21129   6.932286 0.19571
 67 -13.411923 0.11891   6.933636 0.12003
 68 -13.410573 0.05948   6.934986 0.06861
 69 -13.409223 0.01623   6.936336 0.03120
 70 -13.407873 0.00000   6.937686 0.00696
 71 -13.406523 0.00000   6.939036 0.00014
 72 -13.405173 0.00000   6.940386 0.00000
 73 -13.403823 0.00000   6.941736 0.00000
 74 -13.402473 0.00000   6.943086 0.00000
 75 -13.401123 0.00000   6.944436 0.00000
 76 -13.399773 0.00000   6.945786 0.00000
 77 -13.398423 0.00000   6.947136 0.00000
 78 -13.397073 0.00000   6.948486 0.00000
 79 -13.395723 0.00000   6.949836 0.00000
 80 -13.394373 0.00000   6.951186 0.00000
 81 -13.393023 0.00000   6.952536 0.00000
 82 -13.391673 0.00000   6.953886 0.00000
 83 -13.390323 0.00000   6.955236 0.00000
 84 -13.388973 0.00000   6.956586 0.00000
 85 -13.387623 0.00000   6.957936 0.00000
 86 -13.386273 0.00000   6.959286 0.00000
 87 -13.384923 0.00000   6.960636 0.00000
 88 -13.383573 0.00000   6.961986 0.00000
 89 -13.382223 0.00000   6.963336 0.00000
 90 -13.380873 0.00000   6.964686 0.00000
 91 -13.379523 0.00000   6.966036 0.00000
 92 -13.378173 0.00000   6.967386 0.00000
 93 -13.376823 0.00000   6.968736 0.00000
 94 -13.375473 0.00000   6.970086 0.00000
 95 -13.374123 0.00000   6.971436 0.00000
 96 -13.372773 0.00000   6.972786 0.00000
 97 -13.371423 0.00000   6.974136 0.00000
 98 -13.370073 0.00000   6.975486 0.00000
 99 -13.368723 0.00000   6.976836 0.00000
100 -13.367373 0.00000   6.978186 0.00000
