  1 -13.011510 0.00000  -3.286987 0.00000
  2 -13.010160 0.00000  -3.285637 0.00000
  3 -13.008810 0.00000  -3.284287 0.00000
  4 -13.007460 0.00000  -3.282937 0.00000
  5 -13.006110 0.00000  -3.281587 0.00000
  6 -13.004760 0.00000  -3.280237 0.00000
  7 -13.003410 0.00000  -3.278887 0.00000
  8 -13.002060 0.00000  -3.277537 0.00000
  9 -13.000710 0.00000  -3.276187 0.00000
 10 -12.999360 0.00000  -3.274837 0.00000
 11 -12.998010 0.00000  -3.273487 0.00000
 12 -12.996660 0.00000  -3.272137 0.00000
 13 -12.995310 0.00000  -3.270787 0.00000
 14 -12.993960 0.00000  -3.269437 0.00000
 15 -12.992610 0.00000  -3.268087 0.00000
 16 -12.991260 0.00000  -3.266737 0.00000
 17 -12.989910 0.00000  -3.265387 0.00000
 18 -12.988560 0.00000  -3.264037 0.00000
 19 -12.987210 0.00000  -3.262687 0.00000
 20 -12.985860 0.00000  -3.261337 0.00000
 21 -12.984510 0.00000  -3.259987 0.00000
 22 -12.983160 0.00000  -3.258637 0.00000
 23 -12.981810 0.00000  -3.257287 0.00000
 24 -12.980460 0.00005  -3.255937 0.00000
 25 -12.979110 0.00010  -3.254587 0.00000
 26 -12.977760 0.00090  -3.253237 0.00000
 27 -12.976410 0.00230  -3.251887 0.00000
 28 -12.975060 0.00396  -3.250537 0.00000
 29 -12.973710 0.00814  -3.249187 0.00315
 30 -12.972360 0.01061  -3.247837 0.03416
 31 -12.971010 0.01579  -3.246487 0.09315
 32 -12.969660 0.02410  -3.245137 0.16601
 33 -12.968310 0.03764  -3.243787 0.25549
 34 -12.966960 0.09409  -3.242437 0.37431
 35 -12.965610 0.21243  -3.241087 0.49573
 36 -12.964260 0.34593  -3.239737 0.58799
 37 -12.962910 0.48741  -3.238387 0.66703
 38 -12.961560 0.59964  -3.237037 0.73134
 39 -12.960210 0.68432  -3.235687 0.78106
 40 -12.958860 0.74869  -3.234337 0.82711
 41 -12.957510 0.79713  -3.232987 0.86793
 42 -12.956160 0.85016  -3.231637 0.89769
 43 -12.954810 0.88619  -3.230287 0.92127
 44 -12.953460 0.91109  -3.228937 0.94387
 45 -12.952110 0.93763  -3.227587 0.95526
 46 -12.950760 0.96591  -3.226237 0.97625
 47 -12.949410 0.97571  -3.224887 0.98207
 48 -12.948060 0.98529  -3.223537 0.98012
 49 -12.946710 1.00000  -3.222187 1.00000
 50 -12.945360 0.99384  -3.220837 0.98825
 51 -12.944010 0.98959  -3.219487 0.98722
 52 -12.942660 0.98553  -3.218137 0.98920
 53 -12.941310 0.97189  -3.216787 0.97745
 54 -12.939960 0.96571  -3.215437 0.96771
 55 -12.938610 0.94443  -3.214087 0.95212
 56 -12.937260 0.91593  -3.212737 0.94343
 57 -12.935910 0.88528  -3.211387 0.91272
 58 -12.934560 0.84814  -3.210037 0.88140
 59 -12.933210 0.79422  -3.208687 0.85195
 60 -12.931860 0.75294  -3.207337 0.80888
 61 -12.930510 0.67928  -3.205987 0.76906
 62 -12.929160 0.61391  -3.204637 0.70907
 63 -12.927810 0.52253  -3.203287 0.64609
 64 -12.926460 0.40488  -3.201937 0.55002
 65 -12.925110 0.26008  -3.200587 0.43885
 66 -12.923760 0.14725  -3.199237 0.33932
 67 -12.922410 0.06137  -3.197887 0.24216
 68 -12.921060 0.01899  -3.196537 0.13909
 69 -12.919710 0.00090  -3.195187 0.06534
 70 -12.918360 0.00000  -3.193837 0.01982
 71 -12.917010 0.00000  -3.192487 0.00640
 72 -12.915660 0.00000  -3.191137 0.00237
 73 -12.914310 0.00000  -3.189787 0.00078
 74 -12.912960 0.00000  -3.188437 0.00000
 75 -12.911610 0.00000  -3.187087 0.00000
 76 -12.910260 0.00000  -3.185737 0.00000
 77 -12.908910 0.00000  -3.184387 0.00000
 78 -12.907560 0.00000  -3.183037 0.00000
 79 -12.906210 0.00000  -3.181687 0.00000
 80 -12.904860 0.00000  -3.180337 0.00000
 81 -12.903510 0.00000  -3.178987 0.00000
 82 -12.902160 0.00000  -3.177637 0.00000
 83 -12.900810 0.00000  -3.176287 0.00000
 84 -12.899460 0.00000  -3.174937 0.00000
 85 -12.898110 0.00000  -3.173587 0.00000
 86 -12.896760 0.00000  -3.172237 0.00000
 87 -12.895410 0.00000  -3.170887 0.00000
 88 -12.894060 0.00000  -3.169537 0.00000
 89 -12.892710 0.00000  -3.168187 0.00000
 90 -12.891360 0.00000  -3.166837 0.00000
 91 -12.890010 0.00000  -3.165487 0.00000
 92 -12.888660 0.00000  -3.164137 0.00000
 93 -12.887310 0.00000  -3.162787 0.00000
 94 -12.885960 0.00000  -3.161437 0.00000
 95 -12.884610 0.00000  -3.160087 0.00000
 96 -12.883260 0.00000  -3.158737 0.00000
 97 -12.881910 0.00000  -3.157387 0.00000
 98 -12.880560 0.00000  -3.156037 0.00000
 99 -12.879210 0.00000  -3.154687 0.00000
100 -12.877860 0.00000  -3.153337 0.00000
