  1 -11.070207 0.00000  11.540320 0.00000
  2 -11.068857 0.00000  11.541670 0.00000
  3 -11.067507 0.00000  11.543020 0.00000
  4 -11.066157 0.00000  11.544370 0.00000
  5 -11.064807 0.00000  11.545720 0.00000
  6 -11.063457 0.00000  11.547070 0.00000
  7 -11.062107 0.00000  11.548420 0.00000
  8 -11.060757 0.00000  11.549770 0.00000
  9 -11.059407 0.00000  11.551120 0.00000
 10 -11.058057 0.00000  11.552470 0.00000
 11 -11.056707 0.00000  11.553820 0.00000
 12 -11.055357 0.00000  11.555170 0.00000
 13 -11.054007 0.00000  11.556520 0.00000
 14 -11.052657 0.00000  11.557870 0.00000
 15 -11.051307 0.00000  11.559220 0.00000
 16 -11.049957 0.00000  11.560570 0.00000
 17 -11.048607 0.00000  11.561920 0.00000
 18 -11.047257 0.00000  11.563270 0.00000
 19 -11.045907 0.00000  11.564620 0.00000
 20 -11.044557 0.00000  11.565970 0.00000
 21 -11.043207 0.00000  11.567320 0.00000
 22 -11.041857 0.00000  11.568670 0.00000
 23 -11.040507 0.00000  11.570020 0.00000
 24 -11.039157 0.00000  11.571370 0.00003
 25 -11.037807 0.00000  11.572720 0.00269
 26 -11.036457 0.00000  11.574070 0.01050
 27 -11.035107 0.00000  11.575420 0.03174
 28 -11.033757 0.00000  11.576770 0.08232
 29 -11.032407 0.00224  11.578120 0.15795
 30 -11.031057 0.00852  11.579470 0.24158
 31 -11.029707 0.01870  11.580820 0.33040
 32 -11.028357 0.03250  11.582170 0.42039
 33 -11.027007 0.05655  11.583520 0.51592
 34 -11.025657 0.08943  11.584870 0.61196
 35 -11.024307 0.16742  11.586220 0.69559
 36 -11.022957 0.28987  11.587570 0.76178
 37 -11.021607 0.40724  11.588920 0.81545
 38 -11.020257 0.53753  11.590270 0.85654
 39 -11.018907 0.64653  11.591620 0.88900
 40 -11.017557 0.72246  11.592970 0.91968
 41 -11.016207 0.77346  11.594320 0.94003
 42 -11.014857 0.83512  11.595670 0.95841
 43 -11.013507 0.86988  11.597020 0.97834
 44 -11.012157 0.90253  11.598370 0.99292
 45 -11.010807 0.92923  11.599720 0.99206
 46 -11.009457 0.95134  11.601070 0.99003
 47 -11.008107 0.97049  11.602420 0.97956
 48 -11.006757 0.98092  11.603770 1.00000
 49 -11.005407 0.98618  11.605120 0.98404
 50 -11.004057 1.00000  11.606470 0.97870
 51 -11.002707 0.99801  11.607820 0.98059
 52 -11.001357 0.99517  11.609170 0.96516
 53 -11.000007 0.98546  11.610520 0.94447
 54 -10.998657 0.97599  11.611870 0.92115
 55 -10.997307 0.95816  11.613220 0.89977
 56 -10.995957 0.93637  11.614570 0.85379
 57 -10.994607 0.90711  11.615920 0.82167
 58 -10.993257 0.88263  11.617270 0.76614
 59 -10.991907 0.83390  11.618620 0.71002
 60 -10.990557 0.79039  11.619970 0.63106
 61 -10.989207 0.72988  11.621320 0.53244
 62 -10.987857 0.65995  11.622670 0.42769
 63 -10.986507 0.57770  11.624020 0.32493
 64 -10.985157 0.48379  11.625370 0.24100
 65 -10.983807 0.36112  11.626720 0.16870
 66 -10.982457 0.23279  11.628070 0.10881
 67 -10.981107 0.13423  11.629420 0.05886
 68 -10.979757 0.05964  11.630770 0.02504
 69 -10.978407 0.00647  11.632120 0.00497
 70 -10.977057 0.00000  11.633470 0.00000
 71 -10.975707 0.00000  11.634820 0.00000
 72 -10.974357 0.00000  11.636170 0.00000
 73 -10.973007 0.00000  11.637520 0.00000
 74 -10.971657 0.00000  11.638870 0.00000
 75 -10.970307 0.00000  11.640220 0.00000
 76 -10.968957 0.00000  11.641570 0.00000
 77 -10.967607 0.00000  11.642920 0.00000
 78 -10.966257 0.00000  11.644270 0.00000
 79 -10.964907 0.00000  11.645620 0.00000
 80 -10.963557 0.00000  11.646970 0.00000
 81 -10.962207 0.00000  11.648320 0.00000
 82 -10.960857 0.00000  11.649670 0.00000
 83 -10.959507 0.00000  11.651020 0.00000
 84 -10.958157 0.00000  11.652370 0.00000
 85 -10.956807 0.00000  11.653720 0.00000
 86 -10.955457 0.00000  11.655070 0.00000
 87 -10.954107 0.00000  11.656420 0.00000
 88 -10.952757 0.00000  11.657770 0.00000
 89 -10.951407 0.00000  11.659120 0.00000
 90 -10.950057 0.00000  11.660470 0.00000
 91 -10.948707 0.00000  11.661820 0.00000
 92 -10.947357 0.00000  11.663170 0.00000
 93 -10.946007 0.00000  11.664520 0.00000
 94 -10.944657 0.00000  11.665870 0.00000
 95 -10.943307 0.00000  11.667220 0.00000
 96 -10.941957 0.00000  11.668570 0.00000
 97 -10.940607 0.00000  11.669920 0.00000
 98 -10.939257 0.00000  11.671270 0.00000
 99 -10.937907 0.00000  11.672620 0.00000
100 -10.936557 0.00000  11.673970 0.00000
