  1 -12.526420 0.00000  -5.107834 0.00000
  2 -12.525070 0.00000  -5.106484 0.00000
  3 -12.523720 0.00000  -5.105134 0.00000
  4 -12.522370 0.00000  -5.103784 0.00000
  5 -12.521020 0.00000  -5.102434 0.00000
  6 -12.519670 0.00000  -5.101084 0.00000
  7 -12.518320 0.00000  -5.099734 0.00000
  8 -12.516970 0.00000  -5.098384 0.00000
  9 -12.515620 0.00000  -5.097034 0.00000
 10 -12.514270 0.00000  -5.095684 0.00000
 11 -12.512920 0.00000  -5.094334 0.00000
 12 -12.511570 0.00000  -5.092984 0.00000
 13 -12.510220 0.00000  -5.091634 0.00000
 14 -12.508870 0.00000  -5.090284 0.00000
 15 -12.507520 0.00000  -5.088934 0.00000
 16 -12.506170 0.00000  -5.087584 0.00000
 17 -12.504820 0.00000  -5.086234 0.00000
 18 -12.503470 0.00000  -5.084884 0.00000
 19 -12.502120 0.00000  -5.083534 0.00000
 20 -12.500770 0.00000  -5.082184 0.00000
 21 -12.499420 0.00000  -5.080834 0.00000
 22 -12.498070 0.00000  -5.079484 0.00000
 23 -12.496720 0.00000  -5.078134 0.00000
 24 -12.495370 0.00000  -5.076784 0.00000
 25 -12.494020 0.00007  -5.075434 0.00000
 26 -12.492670 0.00034  -5.074084 0.00000
 27 -12.491320 0.00157  -5.072734 0.00000
 28 -12.489970 0.00327  -5.071384 0.00000
 29 -12.488620 0.00533  -5.070034 0.00000
 30 -12.487270 0.00837  -5.068684 0.00045
 31 -12.485920 0.01385  -5.067334 0.02469
 32 -12.484570 0.02170  -5.065984 0.11145
 33 -12.483220 0.03806  -5.064634 0.21798
 34 -12.481870 0.08375  -5.063284 0.36054
 35 -12.480520 0.20865  -5.061934 0.49342
 36 -12.479170 0.36692  -5.060584 0.59115
 37 -12.477820 0.50133  -5.059234 0.67363
 38 -12.476470 0.61137  -5.057884 0.73007
 39 -12.475120 0.68984  -5.056534 0.77892
 40 -12.473770 0.76368  -5.055184 0.82538
 41 -12.472420 0.80387  -5.053834 0.86847
 42 -12.471070 0.85965  -5.052484 0.89805
 43 -12.469720 0.88730  -5.051134 0.92350
 44 -12.468370 0.92153  -5.049784 0.94569
 45 -12.467020 0.94392  -5.048434 0.96850
 46 -12.465670 0.96310  -5.047084 0.98042
 47 -12.464320 0.97704  -5.045734 0.99392
 48 -12.462970 0.98920  -5.044384 0.98405
 49 -12.461620 0.99246  -5.043034 1.00000
 50 -12.460270 1.00000  -5.041684 0.99404
 51 -12.458920 0.99862  -5.040334 0.99513
 52 -12.457570 0.99200  -5.038984 0.99449
 53 -12.456220 0.97709  -5.037634 0.98509
 54 -12.454870 0.95745  -5.036284 0.99249
 55 -12.453520 0.93822  -5.034934 0.96476
 56 -12.452170 0.92283  -5.033584 0.94985
 57 -12.450820 0.89054  -5.032234 0.92266
 58 -12.449470 0.85084  -5.030884 0.91054
 59 -12.448120 0.80416  -5.029534 0.88146
 60 -12.446770 0.75150  -5.028184 0.83208
 61 -12.445420 0.68643  -5.026834 0.79538
 62 -12.444070 0.61552  -5.025484 0.73952
 63 -12.442720 0.52573  -5.024134 0.68806
 64 -12.441370 0.41591  -5.022784 0.62093
 65 -12.440020 0.26090  -5.021434 0.51895
 66 -12.438670 0.13259  -5.020084 0.38464
 67 -12.437320 0.04717  -5.018734 0.24779
 68 -12.435970 0.00879  -5.017384 0.13299
 69 -12.434620 0.00000  -5.016034 0.04713
 70 -12.433270 0.00000  -5.014684 0.01187
 71 -12.431920 0.00000  -5.013334 0.00346
 72 -12.430570 0.00000  -5.011984 0.00104
 73 -12.429220 0.00000  -5.010634 0.00017
 74 -12.427870 0.00000  -5.009284 0.00000
 75 -12.426520 0.00000  -5.007934 0.00000
 76 -12.425170 0.00000  -5.006584 0.00000
 77 -12.423820 0.00000  -5.005234 0.00000
 78 -12.422470 0.00000  -5.003884 0.00000
 79 -12.421120 0.00000  -5.002534 0.00000
 80 -12.419770 0.00000  -5.001184 0.00000
 81 -12.418420 0.00000  -4.999834 0.00000
 82 -12.417070 0.00000  -4.998484 0.00000
 83 -12.415720 0.00000  -4.997134 0.00000
 84 -12.414370 0.00000  -4.995784 0.00000
 85 -12.413020 0.00000  -4.994434 0.00000
 86 -12.411670 0.00000  -4.993084 0.00000
 87 -12.410320 0.00000  -4.991734 0.00000
 88 -12.408970 0.00000  -4.990384 0.00000
 89 -12.407620 0.00000  -4.989034 0.00000
 90 -12.406270 0.00000  -4.987684 0.00000
 91 -12.404920 0.00000  -4.986334 0.00000
 92 -12.403570 0.00000  -4.984984 0.00000
 93 -12.402220 0.00000  -4.983634 0.00000
 94 -12.400870 0.00000  -4.982284 0.00000
 95 -12.399520 0.00000  -4.980934 0.00000
 96 -12.398170 0.00000  -4.979584 0.00000
 97 -12.396820 0.00000  -4.978234 0.00000
 98 -12.395470 0.00000  -4.976884 0.00000
 99 -12.394120 0.00000  -4.975534 0.00000
100 -12.392770 0.00000  -4.974184 0.00000
