  1 -12.528159 0.00000  -8.640454 0.00000
  2 -12.526809 0.00000  -8.639104 0.00000
  3 -12.525459 0.00000  -8.637754 0.00000
  4 -12.524109 0.00000  -8.636404 0.00000
  5 -12.522759 0.00000  -8.635054 0.00000
  6 -12.521409 0.00000  -8.633704 0.00000
  7 -12.520059 0.00000  -8.632354 0.00000
  8 -12.518709 0.00000  -8.631004 0.00000
  9 -12.517359 0.00000  -8.629654 0.00000
 10 -12.516009 0.00000  -8.628304 0.00000
 11 -12.514659 0.00000  -8.626954 0.00000
 12 -12.513309 0.00000  -8.625604 0.00000
 13 -12.511959 0.00000  -8.624254 0.00000
 14 -12.510609 0.00000  -8.622904 0.00000
 15 -12.509259 0.00000  -8.621554 0.00000
 16 -12.507909 0.00000  -8.620204 0.00000
 17 -12.506559 0.00000  -8.618854 0.00000
 18 -12.505209 0.00000  -8.617504 0.00000
 19 -12.503859 0.00000  -8.616154 0.00000
 20 -12.502509 0.00000  -8.614804 0.00000
 21 -12.501159 0.00000  -8.613454 0.00000
 22 -12.499809 0.00000  -8.612104 0.00000
 23 -12.498459 0.00000  -8.610754 0.00000
 24 -12.497109 0.00000  -8.609404 0.00000
 25 -12.495759 0.00000  -8.608054 0.00000
 26 -12.494409 0.00000  -8.606704 0.00000
 27 -12.493059 0.00032  -8.605354 0.00000
 28 -12.491709 0.00096  -8.604004 0.00000
 29 -12.490359 0.00244  -8.602654 0.00000
 30 -12.489009 0.00471  -8.601304 0.00085
 31 -12.487659 0.00995  -8.599954 0.00846
 32 -12.486309 0.02362  -8.598604 0.05005
 33 -12.484959 0.04867  -8.597254 0.15538
 34 -12.483609 0.10289  -8.595904 0.28804
 35 -12.482259 0.19811  -8.594554 0.42528
 36 -12.480909 0.32766  -8.593204 0.54218
 37 -12.479559 0.50131  -8.591854 0.62697
 38 -12.478209 0.60687  -8.590504 0.69179
 39 -12.476859 0.69046  -8.589154 0.76096
 40 -12.475509 0.75549  -8.587804 0.80538
 41 -12.474159 0.81231  -8.586454 0.83944
 42 -12.472809 0.84886  -8.585104 0.87953
 43 -12.471459 0.89074  -8.583754 0.90998
 44 -12.470109 0.91912  -8.582404 0.93855
 45 -12.468759 0.95209  -8.581054 0.95117
 46 -12.467409 0.96747  -8.579704 0.96325
 47 -12.466059 0.98324  -8.578354 0.97725
 48 -12.464709 0.99003  -8.577004 0.99539
 49 -12.463359 0.99539  -8.575654 0.98665
 50 -12.462009 1.00000  -8.574304 0.99641
 51 -12.460659 0.99687  -8.572954 1.00000
 52 -12.459309 0.99990  -8.571604 0.99080
 53 -12.457959 0.98529  -8.570254 0.98421
 54 -12.456609 0.96727  -8.568904 0.98025
 55 -12.455259 0.94430  -8.567554 0.96976
 56 -12.453909 0.92978  -8.566204 0.95524
 57 -12.452559 0.89321  -8.564854 0.94814
 58 -12.451209 0.86268  -8.563504 0.92381
 59 -12.449859 0.80890  -8.562154 0.89207
 60 -12.448509 0.75120  -8.560804 0.86646
 61 -12.447159 0.68913  -8.559454 0.82841
 62 -12.445809 0.61679  -8.558104 0.77757
 63 -12.444459 0.53339  -8.556754 0.73587
 64 -12.443109 0.42413  -8.555404 0.67114
 65 -12.441759 0.29683  -8.554054 0.59840
 66 -12.440409 0.14907  -8.552704 0.49527
 67 -12.439059 0.04144  -8.551354 0.35543
 68 -12.437709 0.00106  -8.550004 0.21162
 69 -12.436359 0.00000  -8.548654 0.10148
 70 -12.435009 0.00000  -8.547304 0.02874
 71 -12.433659 0.00000  -8.545954 0.00430
 72 -12.432309 0.00000  -8.544604 0.00045
 73 -12.430959 0.00000  -8.543254 0.00000
 74 -12.429609 0.00000  -8.541904 0.00000
 75 -12.428259 0.00000  -8.540554 0.00000
 76 -12.426909 0.00000  -8.539204 0.00000
 77 -12.425559 0.00000  -8.537854 0.00000
 78 -12.424209 0.00000  -8.536504 0.00000
 79 -12.422859 0.00000  -8.535154 0.00000
 80 -12.421509 0.00000  -8.533804 0.00000
 81 -12.420159 0.00000  -8.532454 0.00000
 82 -12.418809 0.00000  -8.531104 0.00000
 83 -12.417459 0.00000  -8.529754 0.00000
 84 -12.416109 0.00000  -8.528404 0.00000
 85 -12.414759 0.00000  -8.527054 0.00000
 86 -12.413409 0.00000  -8.525704 0.00000
 87 -12.412059 0.00000  -8.524354 0.00000
 88 -12.410709 0.00000  -8.523004 0.00000
 89 -12.409359 0.00000  -8.521654 0.00000
 90 -12.408009 0.00000  -8.520304 0.00000
 91 -12.406659 0.00000  -8.518954 0.00000
 92 -12.405309 0.00000  -8.517604 0.00000
 93 -12.403959 0.00000  -8.516254 0.00000
 94 -12.402609 0.00000  -8.514904 0.00000
 95 -12.401259 0.00000  -8.513554 0.00000
 96 -12.399909 0.00000  -8.512204 0.00000
 97 -12.398559 0.00000  -8.510854 0.00000
 98 -12.397209 0.00000  -8.509504 0.00000
 99 -12.395859 0.00000  -8.508154 0.00000
100 -12.394509 0.00000  -8.506804 0.00000
