  1 -13.512279 0.00000  12.617243 0.00000
  2 -13.510929 0.00000  12.618593 0.00000
  3 -13.509579 0.00000  12.619943 0.00000
  4 -13.508229 0.00000  12.621293 0.00000
  5 -13.506879 0.00000  12.622643 0.00000
  6 -13.505529 0.00000  12.623993 0.00000
  7 -13.504179 0.00000  12.625343 0.00000
  8 -13.502829 0.00000  12.626693 0.00000
  9 -13.501479 0.00000  12.628043 0.00000
 10 -13.500129 0.00000  12.629393 0.00000
 11 -13.498779 0.00000  12.630743 0.00000
 12 -13.497429 0.00000  12.632093 0.00000
 13 -13.496079 0.00000  12.633443 0.00000
 14 -13.494729 0.00000  12.634793 0.00000
 15 -13.493379 0.00000  12.636143 0.00000
 16 -13.492029 0.00000  12.637493 0.00000
 17 -13.490679 0.00000  12.638843 0.00000
 18 -13.489329 0.00000  12.640193 0.00000
 19 -13.487979 0.00000  12.641543 0.00000
 20 -13.486629 0.00000  12.642893 0.00000
 21 -13.485279 0.00000  12.644243 0.00000
 22 -13.483929 0.00000  12.645593 0.00000
 23 -13.482579 0.00000  12.646943 0.00803
 24 -13.481229 0.00000  12.648293 0.03391
 25 -13.479879 0.00000  12.649643 0.06987
 26 -13.478529 0.00000  12.650993 0.11808
 27 -13.477179 0.00000  12.652343 0.16877
 28 -13.475829 0.00005  12.653693 0.21548
 29 -13.474479 0.00264  12.655043 0.27263
 30 -13.473129 0.00834  12.656393 0.33415
 31 -13.471779 0.01824  12.657743 0.40107
 32 -13.470429 0.03593  12.659093 0.45976
 33 -13.469079 0.06039  12.660443 0.53411
 34 -13.467729 0.09622  12.661793 0.61459
 35 -13.466379 0.16697  12.663143 0.69090
 36 -13.465029 0.24939  12.664493 0.75569
 37 -13.463679 0.35655  12.665843 0.81789
 38 -13.462329 0.45546  12.667193 0.85788
 39 -13.460979 0.55849  12.668543 0.90598
 40 -13.459629 0.63704  12.669893 0.93470
 41 -13.458279 0.72647  12.671243 0.94452
 42 -13.456929 0.78713  12.672593 0.96450
 43 -13.455579 0.83925  12.673943 0.97698
 44 -13.454229 0.87910  12.675293 0.99620
 45 -13.452879 0.91459  12.676643 0.99688
 46 -13.451529 0.93845  12.677993 0.99367
 47 -13.450179 0.96533  12.679343 1.00000
 48 -13.448829 0.97634  12.680693 0.99044
 49 -13.447479 0.99102  12.682043 0.98013
 50 -13.446129 0.99124  12.683393 0.97398
 51 -13.444779 1.00000  12.684743 0.96606
 52 -13.443429 0.99689  12.686093 0.95119
 53 -13.442079 0.98327  12.687443 0.91563
 54 -13.440729 0.97429  12.688793 0.89040
 55 -13.439379 0.96365  12.690143 0.85992
 56 -13.438029 0.93919  12.691493 0.81585
 57 -13.436679 0.92032  12.692843 0.75047
 58 -13.435329 0.88545  12.694193 0.67861
 59 -13.433979 0.83786  12.695543 0.60452
 60 -13.432629 0.78947  12.696893 0.53374
 61 -13.431279 0.72948  12.698243 0.46873
 62 -13.429929 0.65347  12.699593 0.40919
 63 -13.428579 0.57519  12.700943 0.34622
 64 -13.427229 0.46441  12.702293 0.27865
 65 -13.425879 0.35790  12.703643 0.22286
 66 -13.424529 0.26480  12.704993 0.16289
 67 -13.423179 0.18817  12.706343 0.10585
 68 -13.421829 0.12457  12.707693 0.06135
 69 -13.420479 0.07213  12.709043 0.03133
 70 -13.419129 0.03307  12.710393 0.00954
 71 -13.417779 0.00511  12.711743 0.00031
 72 -13.416429 0.00000  12.713093 0.00000
 73 -13.415079 0.00000  12.714443 0.00000
 74 -13.413729 0.00000  12.715793 0.00000
 75 -13.412379 0.00000  12.717143 0.00000
 76 -13.411029 0.00000  12.718493 0.00000
 77 -13.409679 0.00000  12.719843 0.00000
 78 -13.408329 0.00000  12.721193 0.00000
 79 -13.406979 0.00000  12.722543 0.00000
 80 -13.405629 0.00000  12.723893 0.00000
 81 -13.404279 0.00000  12.725243 0.00000
 82 -13.402929 0.00000  12.726593 0.00000
 83 -13.401579 0.00000  12.727943 0.00000
 84 -13.400229 0.00000  12.729293 0.00000
 85 -13.398879 0.00000  12.730643 0.00000
 86 -13.397529 0.00000  12.731993 0.00000
 87 -13.396179 0.00000  12.733343 0.00000
 88 -13.394829 0.00000  12.734693 0.00000
 89 -13.393479 0.00000  12.736043 0.00000
 90 -13.392129 0.00000  12.737393 0.00000
 91 -13.390779 0.00000  12.738743 0.00000
 92 -13.389429 0.00000  12.740093 0.00000
 93 -13.388079 0.00000  12.741443 0.00000
 94 -13.386729 0.00000  12.742793 0.00000
 95 -13.385379 0.00000  12.744143 0.00000
 96 -13.384029 0.00000  12.745493 0.00000
 97 -13.382679 0.00000  12.746843 0.00000
 98 -13.381329 0.00000  12.748193 0.00000
 99 -13.379979 0.00000  12.749543 0.00000
100 -13.378629 0.00000  12.750893 0.00000
