  1 -13.013821 0.00000   3.644683 0.00000
  2 -13.012471 0.00000   3.646033 0.00000
  3 -13.011121 0.00000   3.647383 0.00000
  4 -13.009771 0.00000   3.648733 0.00000
  5 -13.008421 0.00000   3.650083 0.00000
  6 -13.007071 0.00000   3.651433 0.00000
  7 -13.005721 0.00000   3.652783 0.00000
  8 -13.004371 0.00000   3.654133 0.00000
  9 -13.003021 0.00000   3.655483 0.00000
 10 -13.001671 0.00000   3.656833 0.00000
 11 -13.000321 0.00000   3.658183 0.00000
 12 -12.998971 0.00000   3.659533 0.00000
 13 -12.997621 0.00000   3.660883 0.00000
 14 -12.996271 0.00000   3.662233 0.00000
 15 -12.994921 0.00000   3.663583 0.00000
 16 -12.993571 0.00000   3.664933 0.00000
 17 -12.992221 0.00000   3.666283 0.00000
 18 -12.990871 0.00000   3.667633 0.00000
 19 -12.989521 0.00000   3.668983 0.00000
 20 -12.988171 0.00000   3.670333 0.00000
 21 -12.986821 0.00000   3.671683 0.00000
 22 -12.985471 0.00000   3.673033 0.00000
 23 -12.984121 0.00000   3.674383 0.00000
 24 -12.982771 0.00000   3.675733 0.00000
 25 -12.981421 0.00005   3.677083 0.00011
 26 -12.980071 0.00047   3.678433 0.00322
 27 -12.978721 0.00182   3.679783 0.02023
 28 -12.977371 0.00359   3.681133 0.05291
 29 -12.976021 0.00711   3.682483 0.09228
 30 -12.974671 0.01151   3.683833 0.13960
 31 -12.973321 0.01820   3.685183 0.19854
 32 -12.971971 0.02861   3.686533 0.27245
 33 -12.970621 0.05997   3.687883 0.36115
 34 -12.969271 0.13035   3.689233 0.46096
 35 -12.967921 0.21894   3.690583 0.55652
 36 -12.966571 0.33473   3.691933 0.64626
 37 -12.965221 0.45541   3.693283 0.72678
 38 -12.963871 0.55713   3.694633 0.78280
 39 -12.962521 0.66136   3.695983 0.82635
 40 -12.961171 0.73312   3.697333 0.85553
 41 -12.959821 0.78817   3.698683 0.88650
 42 -12.958471 0.83978   3.700033 0.91945
 43 -12.957121 0.88094   3.701383 0.93812
 44 -12.955771 0.91754   3.702733 0.95876
 45 -12.954421 0.93245   3.704083 0.97638
 46 -12.953071 0.96313   3.705433 0.97990
 47 -12.951721 0.96999   3.706783 0.98998
 48 -12.950371 0.99233   3.708133 1.00000
 49 -12.949021 0.99365   3.709483 0.99326
 50 -12.947671 1.00000   3.710833 0.98257
 51 -12.946321 0.99373   3.712183 0.98814
 52 -12.944971 0.99712   3.713533 0.96746
 53 -12.943621 0.97917   3.714883 0.96185
 54 -12.942271 0.96628   3.716233 0.93688
 55 -12.940921 0.94777   3.717583 0.92342
 56 -12.939571 0.91907   3.718933 0.90175
 57 -12.938221 0.89558   3.720283 0.86971
 58 -12.936871 0.86441   3.721633 0.82767
 59 -12.935521 0.81204   3.722983 0.78184
 60 -12.934171 0.76192   3.724333 0.72452
 61 -12.932821 0.70244   3.725683 0.65149
 62 -12.931471 0.62564   3.727033 0.56563
 63 -12.930121 0.52486   3.728383 0.49535
 64 -12.928771 0.41416   3.729733 0.40753
 65 -12.927421 0.30231   3.731083 0.32924
 66 -12.926071 0.19429   3.732433 0.23587
 67 -12.924721 0.10529   3.733783 0.15746
 68 -12.923371 0.04920   3.735133 0.08966
 69 -12.922021 0.01045   3.736483 0.04294
 70 -12.920671 0.00000   3.737833 0.01115
 71 -12.919321 0.00000   3.739183 0.00077
 72 -12.917971 0.00000   3.740533 0.00000
 73 -12.916621 0.00000   3.741883 0.00000
 74 -12.915271 0.00000   3.743233 0.00000
 75 -12.913921 0.00000   3.744583 0.00000
 76 -12.912571 0.00000   3.745933 0.00000
 77 -12.911221 0.00000   3.747283 0.00000
 78 -12.909871 0.00000   3.748633 0.00000
 79 -12.908521 0.00000   3.749983 0.00000
 80 -12.907171 0.00000   3.751333 0.00000
 81 -12.905821 0.00000   3.752683 0.00000
 82 -12.904471 0.00000   3.754033 0.00000
 83 -12.903121 0.00000   3.755383 0.00000
 84 -12.901771 0.00000   3.756733 0.00000
 85 -12.900421 0.00000   3.758083 0.00000
 86 -12.899071 0.00000   3.759433 0.00000
 87 -12.897721 0.00000   3.760783 0.00000
 88 -12.896371 0.00000   3.762133 0.00000
 89 -12.895021 0.00000   3.763483 0.00000
 90 -12.893671 0.00000   3.764833 0.00000
 91 -12.892321 0.00000   3.766183 0.00000
 92 -12.890971 0.00000   3.767533 0.00000
 93 -12.889621 0.00000   3.768883 0.00000
 94 -12.888271 0.00000   3.770233 0.00000
 95 -12.886921 0.00000   3.771583 0.00000
 96 -12.885571 0.00000   3.772933 0.00000
 97 -12.884221 0.00000   3.774283 0.00000
 98 -12.882871 0.00000   3.775633 0.00000
 99 -12.881521 0.00000   3.776983 0.00000
100 -12.880171 0.00000   3.778333 0.00000
