  1 -12.040535 0.00000   2.654681 0.00000
  2 -12.039185 0.00000   2.656031 0.00000
  3 -12.037835 0.00000   2.657381 0.00000
  4 -12.036485 0.00000   2.658731 0.00000
  5 -12.035135 0.00000   2.660081 0.00000
  6 -12.033785 0.00000   2.661431 0.00000
  7 -12.032435 0.00000   2.662781 0.00000
  8 -12.031085 0.00000   2.664131 0.00000
  9 -12.029735 0.00000   2.665481 0.00000
 10 -12.028385 0.00000   2.666831 0.00000
 11 -12.027035 0.00000   2.668181 0.00000
 12 -12.025685 0.00000   2.669531 0.00000
 13 -12.024335 0.00000   2.670881 0.00000
 14 -12.022985 0.00000   2.672231 0.00000
 15 -12.021635 0.00000   2.673581 0.00000
 16 -12.020285 0.00000   2.674931 0.00000
 17 -12.018935 0.00000   2.676281 0.00000
 18 -12.017585 0.00000   2.677631 0.00000
 19 -12.016235 0.00000   2.678981 0.00000
 20 -12.014885 0.00000   2.680331 0.00000
 21 -12.013535 0.00000   2.681681 0.00000
 22 -12.012185 0.00000   2.683031 0.00000
 23 -12.010835 0.00000   2.684381 0.00000
 24 -12.009485 0.00000   2.685731 0.00000
 25 -12.008135 0.00000   2.687081 0.00000
 26 -12.006785 0.00057   2.688431 0.00000
 27 -12.005435 0.00185   2.689781 0.00182
 28 -12.004085 0.00396   2.691131 0.01895
 29 -12.002735 0.00620   2.692481 0.05675
 30 -12.001385 0.01171   2.693831 0.10291
 31 -12.000035 0.01907   2.695181 0.16331
 32 -11.998685 0.03036   2.696531 0.24950
 33 -11.997335 0.06596   2.697881 0.34893
 34 -11.995985 0.14341   2.699231 0.45667
 35 -11.994635 0.23552   2.700581 0.56527
 36 -11.993285 0.35927   2.701931 0.64643
 37 -11.991935 0.48248   2.703281 0.71629
 38 -11.990585 0.58104   2.704631 0.77848
 39 -11.989235 0.67155   2.705981 0.81189
 40 -11.987885 0.73537   2.707331 0.85651
 41 -11.986535 0.79617   2.708681 0.90520
 42 -11.985185 0.84793   2.710031 0.92275
 43 -11.983835 0.87708   2.711381 0.93858
 44 -11.982485 0.91145   2.712731 0.95575
 45 -11.981135 0.92265   2.714081 0.97321
 46 -11.979785 0.96437   2.715431 0.98356
 47 -11.978435 0.96957   2.716781 0.99669
 48 -11.977085 0.97815   2.718131 1.00000
 49 -11.975735 0.98516   2.719481 0.99614
 50 -11.974385 1.00000   2.720831 0.99937
 51 -11.973035 0.99053   2.722181 0.99181
 52 -11.971685 0.98034   2.723531 0.98013
 53 -11.970335 0.98268   2.724881 0.96182
 54 -11.968985 0.95985   2.726231 0.95759
 55 -11.967635 0.94509   2.727581 0.93814
 56 -11.966285 0.92304   2.728931 0.90597
 57 -11.964935 0.88439   2.730281 0.87993
 58 -11.963585 0.85024   2.731631 0.84428
 59 -11.962235 0.80121   2.732981 0.80883
 60 -11.960885 0.75397   2.734331 0.75166
 61 -11.959535 0.69704   2.735681 0.69265
 62 -11.958185 0.61954   2.737031 0.60756
 63 -11.956835 0.52795   2.738381 0.52338
 64 -11.955485 0.41064   2.739731 0.43129
 65 -11.954135 0.30069   2.741081 0.33823
 66 -11.952785 0.18772   2.742431 0.23330
 67 -11.951435 0.09967   2.743781 0.14777
 68 -11.950085 0.04507   2.745131 0.07684
 69 -11.948735 0.00711   2.746481 0.02927
 70 -11.947385 0.00000   2.747831 0.00508
 71 -11.946035 0.00000   2.749181 0.00028
 72 -11.944685 0.00000   2.750531 0.00000
 73 -11.943335 0.00000   2.751881 0.00000
 74 -11.941985 0.00000   2.753231 0.00000
 75 -11.940635 0.00000   2.754581 0.00000
 76 -11.939285 0.00000   2.755931 0.00000
 77 -11.937935 0.00000   2.757281 0.00000
 78 -11.936585 0.00000   2.758631 0.00000
 79 -11.935235 0.00000   2.759981 0.00000
 80 -11.933885 0.00000   2.761331 0.00000
 81 -11.932535 0.00000   2.762681 0.00000
 82 -11.931185 0.00000   2.764031 0.00000
 83 -11.929835 0.00000   2.765381 0.00000
 84 -11.928485 0.00000   2.766731 0.00000
 85 -11.927135 0.00000   2.768081 0.00000
 86 -11.925785 0.00000   2.769431 0.00000
 87 -11.924435 0.00000   2.770781 0.00000
 88 -11.923085 0.00000   2.772131 0.00000
 89 -11.921735 0.00000   2.773481 0.00000
 90 -11.920385 0.00000   2.774831 0.00000
 91 -11.919035 0.00000   2.776181 0.00000
 92 -11.917685 0.00000   2.777531 0.00000
 93 -11.916335 0.00000   2.778881 0.00000
 94 -11.914985 0.00000   2.780231 0.00000
 95 -11.913635 0.00000   2.781581 0.00000
 96 -11.912285 0.00000   2.782931 0.00000
 97 -11.910935 0.00000   2.784281 0.00000
 98 -11.909585 0.00000   2.785631 0.00000
 99 -11.908235 0.00000   2.786981 0.00000
100 -11.906885 0.00000   2.788331 0.00000
