  1 -10.574055 0.00000   9.235141 0.00000
  2 -10.572705 0.00000   9.236491 0.00000
  3 -10.571355 0.00000   9.237841 0.00000
  4 -10.570005 0.00000   9.239191 0.00000
  5 -10.568655 0.00000   9.240541 0.00000
  6 -10.567305 0.00000   9.241891 0.00000
  7 -10.565955 0.00000   9.243241 0.00000
  8 -10.564605 0.00000   9.244591 0.00000
  9 -10.563255 0.00000   9.245941 0.00000
 10 -10.561905 0.00000   9.247291 0.00000
 11 -10.560555 0.00000   9.248641 0.00000
 12 -10.559205 0.00000   9.249991 0.00000
 13 -10.557855 0.00000   9.251341 0.00000
 14 -10.556505 0.00000   9.252691 0.00000
 15 -10.555155 0.00000   9.254041 0.00000
 16 -10.553805 0.00000   9.255391 0.00000
 17 -10.552455 0.00000   9.256741 0.00000
 18 -10.551105 0.00000   9.258091 0.00000
 19 -10.549755 0.00000   9.259441 0.00000
 20 -10.548405 0.00000   9.260791 0.00000
 21 -10.547055 0.00000   9.262141 0.00000
 22 -10.545705 0.00000   9.263491 0.00000
 23 -10.544355 0.00000   9.264841 0.00000
 24 -10.543005 0.00000   9.266191 0.00000
 25 -10.541655 0.00000   9.267541 0.00000
 26 -10.540305 0.00000   9.268891 0.00080
 27 -10.538955 0.00000   9.270241 0.00667
 28 -10.537605 0.00000   9.271591 0.02714
 29 -10.536255 0.00000   9.272941 0.08166
 30 -10.534905 0.00105   9.274291 0.15792
 31 -10.533555 0.00824   9.275641 0.27035
 32 -10.532205 0.02204   9.276991 0.37754
 33 -10.530855 0.04418   9.278341 0.47914
 34 -10.529505 0.09794   9.279691 0.57636
 35 -10.528155 0.21247   9.281041 0.66151
 36 -10.526805 0.33911   9.282391 0.73287
 37 -10.525455 0.45898   9.283741 0.79285
 38 -10.524105 0.57830   9.285091 0.83023
 39 -10.522755 0.66771   9.286441 0.88359
 40 -10.521405 0.74914   9.287791 0.91316
 41 -10.520055 0.79424   9.289141 0.93617
 42 -10.518705 0.84319   9.290491 0.95943
 43 -10.517355 0.87705   9.291841 0.96032
 44 -10.516005 0.90908   9.293191 0.98552
 45 -10.514655 0.93853   9.294541 0.99399
 46 -10.513305 0.95894   9.295891 0.99543
 47 -10.511955 0.98313   9.297241 1.00000
 48 -10.510605 0.97941   9.298591 0.99671
 49 -10.509255 0.99588   9.299941 0.99687
 50 -10.507905 1.00000   9.301291 0.99488
 51 -10.506555 0.99333   9.302641 0.98826
 52 -10.505205 0.99311   9.303991 0.98153
 53 -10.503855 0.99446   9.305341 0.95661
 54 -10.502505 0.97275   9.306691 0.94567
 55 -10.501155 0.95665   9.308041 0.90469
 56 -10.499805 0.93723   9.309391 0.89120
 57 -10.498455 0.90291   9.310741 0.84693
 58 -10.497105 0.88170   9.312091 0.80223
 59 -10.495755 0.83320   9.313441 0.75502
 60 -10.494405 0.78364   9.314791 0.68867
 61 -10.493055 0.73369   9.316141 0.61903
 62 -10.491705 0.66102   9.317491 0.51464
 63 -10.490355 0.57331   9.318841 0.39202
 64 -10.489005 0.46864   9.320191 0.28635
 65 -10.487655 0.33304   9.321541 0.17869
 66 -10.486305 0.21190   9.322891 0.10276
 67 -10.484955 0.10959   9.324241 0.05962
 68 -10.483605 0.03482   9.325591 0.02434
 69 -10.482255 0.00057   9.326941 0.00393
 70 -10.480905 0.00000   9.328291 0.00000
 71 -10.479555 0.00000   9.329641 0.00000
 72 -10.478205 0.00000   9.330991 0.00000
 73 -10.476855 0.00000   9.332341 0.00000
 74 -10.475505 0.00000   9.333691 0.00000
 75 -10.474155 0.00000   9.335041 0.00000
 76 -10.472805 0.00000   9.336391 0.00000
 77 -10.471455 0.00000   9.337741 0.00000
 78 -10.470105 0.00000   9.339091 0.00000
 79 -10.468755 0.00000   9.340441 0.00000
 80 -10.467405 0.00000   9.341791 0.00000
 81 -10.466055 0.00000   9.343141 0.00000
 82 -10.464705 0.00000   9.344491 0.00000
 83 -10.463355 0.00000   9.345841 0.00000
 84 -10.462005 0.00000   9.347191 0.00000
 85 -10.460655 0.00000   9.348541 0.00000
 86 -10.459305 0.00000   9.349891 0.00000
 87 -10.457955 0.00000   9.351241 0.00000
 88 -10.456605 0.00000   9.352591 0.00000
 89 -10.455255 0.00000   9.353941 0.00000
 90 -10.453905 0.00000   9.355291 0.00000
 91 -10.452555 0.00000   9.356641 0.00000
 92 -10.451205 0.00000   9.357991 0.00000
 93 -10.449855 0.00000   9.359341 0.00000
 94 -10.448505 0.00000   9.360691 0.00000
 95 -10.447155 0.00000   9.362041 0.00000
 96 -10.445805 0.00000   9.363391 0.00000
 97 -10.444455 0.00000   9.364741 0.00000
 98 -10.443105 0.00000   9.366091 0.00000
 99 -10.441755 0.00000   9.367441 0.00000
100 -10.440405 0.00000   9.368791 0.00000
