  1 -11.551228 0.00000   1.656865 0.00000
  2 -11.549878 0.00000   1.658215 0.00000
  3 -11.548528 0.00000   1.659565 0.00000
  4 -11.547178 0.00000   1.660915 0.00000
  5 -11.545828 0.00000   1.662265 0.00000
  6 -11.544478 0.00000   1.663615 0.00000
  7 -11.543128 0.00000   1.664965 0.00000
  8 -11.541778 0.00000   1.666315 0.00000
  9 -11.540428 0.00000   1.667665 0.00000
 10 -11.539078 0.00000   1.669015 0.00000
 11 -11.537728 0.00000   1.670365 0.00000
 12 -11.536378 0.00000   1.671715 0.00000
 13 -11.535028 0.00000   1.673065 0.00000
 14 -11.533678 0.00000   1.674415 0.00000
 15 -11.532328 0.00000   1.675765 0.00000
 16 -11.530978 0.00000   1.677115 0.00000
 17 -11.529628 0.00000   1.678465 0.00000
 18 -11.528278 0.00000   1.679815 0.00000
 19 -11.526928 0.00000   1.681165 0.00000
 20 -11.525578 0.00000   1.682515 0.00000
 21 -11.524228 0.00000   1.683865 0.00000
 22 -11.522878 0.00000   1.685215 0.00000
 23 -11.521528 0.00000   1.686565 0.00000
 24 -11.520178 0.00000   1.687915 0.00000
 25 -11.518828 0.00002   1.689265 0.00000
 26 -11.517478 0.00035   1.690615 0.00000
 27 -11.516128 0.00163   1.691965 0.00000
 28 -11.514778 0.00420   1.693315 0.00364
 29 -11.513428 0.00704   1.694665 0.03012
 30 -11.512078 0.01184   1.696015 0.07885
 31 -11.510728 0.02034   1.697365 0.13560
 32 -11.509378 0.03161   1.698715 0.22313
 33 -11.508028 0.07137   1.700065 0.34082
 34 -11.506678 0.14679   1.701415 0.44638
 35 -11.505328 0.24808   1.702765 0.55781
 36 -11.503978 0.36706   1.704115 0.64011
 37 -11.502628 0.49420   1.705465 0.71551
 38 -11.501278 0.59026   1.706815 0.77163
 39 -11.499928 0.68075   1.708165 0.81746
 40 -11.498578 0.75523   1.709515 0.84249
 41 -11.497228 0.80211   1.710865 0.88631
 42 -11.495878 0.83720   1.712215 0.91660
 43 -11.494528 0.88415   1.713565 0.93708
 44 -11.493178 0.90980   1.714915 0.95959
 45 -11.491828 0.93936   1.716265 0.97668
 46 -11.490478 0.95149   1.717615 0.98410
 47 -11.489128 0.97890   1.718965 0.98939
 48 -11.487778 0.98223   1.720315 0.98917
 49 -11.486428 1.00000   1.721665 1.00000
 50 -11.485078 0.99251   1.723015 0.99179
 51 -11.483728 0.99399   1.724365 0.99074
 52 -11.482378 0.98194   1.725715 0.98628
 53 -11.481028 0.98426   1.727065 0.97258
 54 -11.479678 0.96363   1.728415 0.95626
 55 -11.478328 0.94193   1.729765 0.93975
 56 -11.476978 0.92878   1.731115 0.91100
 57 -11.475628 0.88952   1.732465 0.88703
 58 -11.474278 0.84345   1.733815 0.85453
 59 -11.472928 0.80201   1.735165 0.81812
 60 -11.471578 0.74350   1.736515 0.76976
 61 -11.470228 0.69746   1.737865 0.71224
 62 -11.468878 0.62095   1.739215 0.64066
 63 -11.467528 0.52999   1.740565 0.55150
 64 -11.466178 0.40522   1.741915 0.44897
 65 -11.464828 0.29659   1.743265 0.35113
 66 -11.463478 0.19062   1.744615 0.24645
 67 -11.462128 0.09904   1.745965 0.14403
 68 -11.460778 0.04307   1.747315 0.07083
 69 -11.459428 0.00717   1.748665 0.02662
 70 -11.458078 0.00000   1.750015 0.00383
 71 -11.456728 0.00000   1.751365 0.00008
 72 -11.455378 0.00000   1.752715 0.00000
 73 -11.454028 0.00000   1.754065 0.00000
 74 -11.452678 0.00000   1.755415 0.00000
 75 -11.451328 0.00000   1.756765 0.00000
 76 -11.449978 0.00000   1.758115 0.00000
 77 -11.448628 0.00000   1.759465 0.00000
 78 -11.447278 0.00000   1.760815 0.00000
 79 -11.445928 0.00000   1.762165 0.00000
 80 -11.444578 0.00000   1.763515 0.00000
 81 -11.443228 0.00000   1.764865 0.00000
 82 -11.441878 0.00000   1.766215 0.00000
 83 -11.440528 0.00000   1.767565 0.00000
 84 -11.439178 0.00000   1.768915 0.00000
 85 -11.437828 0.00000   1.770265 0.00000
 86 -11.436478 0.00000   1.771615 0.00000
 87 -11.435128 0.00000   1.772965 0.00000
 88 -11.433778 0.00000   1.774315 0.00000
 89 -11.432428 0.00000   1.775665 0.00000
 90 -11.431078 0.00000   1.777015 0.00000
 91 -11.429728 0.00000   1.778365 0.00000
 92 -11.428378 0.00000   1.779715 0.00000
 93 -11.427028 0.00000   1.781065 0.00000
 94 -11.425678 0.00000   1.782415 0.00000
 95 -11.424328 0.00000   1.783765 0.00000
 96 -11.422978 0.00000   1.785115 0.00000
 97 -11.421628 0.00000   1.786465 0.00000
 98 -11.420278 0.00000   1.787815 0.00000
 99 -11.418928 0.00000   1.789165 0.00000
100 -11.417578 0.00000   1.790515 0.00000
