  1 -11.059823 0.00000  -2.246291 0.00000
  2 -11.058473 0.00000  -2.244941 0.00000
  3 -11.057123 0.00000  -2.243591 0.00000
  4 -11.055773 0.00000  -2.242241 0.00000
  5 -11.054423 0.00000  -2.240891 0.00000
  6 -11.053073 0.00000  -2.239541 0.00000
  7 -11.051723 0.00000  -2.238191 0.00000
  8 -11.050373 0.00000  -2.236841 0.00000
  9 -11.049023 0.00000  -2.235491 0.00000
 10 -11.047673 0.00000  -2.234141 0.00000
 11 -11.046323 0.00000  -2.232791 0.00000
 12 -11.044973 0.00000  -2.231441 0.00000
 13 -11.043623 0.00000  -2.230091 0.00000
 14 -11.042273 0.00000  -2.228741 0.00000
 15 -11.040923 0.00000  -2.227391 0.00000
 16 -11.039573 0.00000  -2.226041 0.00000
 17 -11.038223 0.00000  -2.224691 0.00000
 18 -11.036873 0.00000  -2.223341 0.00000
 19 -11.035523 0.00000  -2.221991 0.00000
 20 -11.034173 0.00000  -2.220641 0.00000
 21 -11.032823 0.00000  -2.219291 0.00000
 22 -11.031473 0.00000  -2.217941 0.00000
 23 -11.030123 0.00000  -2.216591 0.00000
 24 -11.028773 0.00000  -2.215241 0.00000
 25 -11.027423 0.00000  -2.213891 0.00000
 26 -11.026073 0.00052  -2.212541 0.00000
 27 -11.024723 0.00174  -2.211191 0.00000
 28 -11.023373 0.00346  -2.209841 0.00000
 29 -11.022023 0.00715  -2.208491 0.00000
 30 -11.020673 0.01036  -2.207141 0.00392
 31 -11.019323 0.01754  -2.205791 0.05889
 32 -11.017973 0.02656  -2.204441 0.14925
 33 -11.016623 0.05368  -2.203091 0.27383
 34 -11.015273 0.13592  -2.201741 0.41006
 35 -11.013923 0.24640  -2.200391 0.53647
 36 -11.012573 0.39121  -2.199041 0.62741
 37 -11.011223 0.51629  -2.197691 0.68831
 38 -11.009873 0.62481  -2.196341 0.75035
 39 -11.008523 0.70139  -2.194991 0.79898
 40 -11.007173 0.76743  -2.193641 0.84132
 41 -11.005823 0.82480  -2.192291 0.87899
 42 -11.004473 0.85539  -2.190941 0.91006
 43 -11.003123 0.89378  -2.189591 0.93059
 44 -11.001773 0.92036  -2.188241 0.94840
 45 -11.000423 0.95419  -2.186891 0.97452
 46 -10.999073 0.96592  -2.185541 0.98837
 47 -10.997723 0.98363  -2.184191 0.97883
 48 -10.996373 1.00000  -2.182841 0.99488
 49 -10.995023 0.99696  -2.181491 0.99858
 50 -10.993673 0.99928  -2.180141 1.00000
 51 -10.992323 0.99479  -2.178791 0.99157
 52 -10.990973 0.99285  -2.177441 0.98431
 53 -10.989623 0.97773  -2.176091 0.98083
 54 -10.988273 0.97272  -2.174741 0.97015
 55 -10.986923 0.94472  -2.173391 0.95624
 56 -10.985573 0.91896  -2.172041 0.93179
 57 -10.984223 0.88894  -2.170691 0.91774
 58 -10.982873 0.85434  -2.169341 0.88922
 59 -10.981523 0.81518  -2.167991 0.84836
 60 -10.980173 0.76469  -2.166641 0.81027
 61 -10.978823 0.69419  -2.165291 0.76762
 62 -10.977473 0.62421  -2.163941 0.71020
 63 -10.976123 0.52491  -2.162591 0.64241
 64 -10.974773 0.41707  -2.161241 0.56154
 65 -10.973423 0.28262  -2.159891 0.44113
 66 -10.972073 0.16001  -2.158541 0.29951
 67 -10.970723 0.07386  -2.157191 0.17877
 68 -10.969373 0.02633  -2.155841 0.07550
 69 -10.968023 0.00217  -2.154491 0.02445
 70 -10.966673 0.00000  -2.153141 0.00342
 71 -10.965323 0.00000  -2.151791 0.00033
 72 -10.963973 0.00000  -2.150441 0.00000
 73 -10.962623 0.00000  -2.149091 0.00000
 74 -10.961273 0.00000  -2.147741 0.00000
 75 -10.959923 0.00000  -2.146391 0.00000
 76 -10.958573 0.00000  -2.145041 0.00000
 77 -10.957223 0.00000  -2.143691 0.00000
 78 -10.955873 0.00000  -2.142341 0.00000
 79 -10.954523 0.00000  -2.140991 0.00000
 80 -10.953173 0.00000  -2.139641 0.00000
 81 -10.951823 0.00000  -2.138291 0.00000
 82 -10.950473 0.00000  -2.136941 0.00000
 83 -10.949123 0.00000  -2.135591 0.00000
 84 -10.947773 0.00000  -2.134241 0.00000
 85 -10.946423 0.00000  -2.132891 0.00000
 86 -10.945073 0.00000  -2.131541 0.00000
 87 -10.943723 0.00000  -2.130191 0.00000
 88 -10.942373 0.00000  -2.128841 0.00000
 89 -10.941023 0.00000  -2.127491 0.00000
 90 -10.939673 0.00000  -2.126141 0.00000
 91 -10.938323 0.00000  -2.124791 0.00000
 92 -10.936973 0.00000  -2.123441 0.00000
 93 -10.935623 0.00000  -2.122091 0.00000
 94 -10.934273 0.00000  -2.120741 0.00000
 95 -10.932923 0.00000  -2.119391 0.00000
 96 -10.931573 0.00000  -2.118041 0.00000
 97 -10.930223 0.00000  -2.116691 0.00000
 98 -10.928873 0.00000  -2.115341 0.00000
 99 -10.927523 0.00000  -2.113991 0.00000
100 -10.926173 0.00000  -2.112641 0.00000
