  1 -12.039325 0.00000  -5.083445 0.00000
  2 -12.037975 0.00000  -5.082095 0.00000
  3 -12.036625 0.00000  -5.080745 0.00000
  4 -12.035275 0.00000  -5.079395 0.00000
  5 -12.033925 0.00000  -5.078045 0.00000
  6 -12.032575 0.00000  -5.076695 0.00000
  7 -12.031225 0.00000  -5.075345 0.00000
  8 -12.029875 0.00000  -5.073995 0.00000
  9 -12.028525 0.00000  -5.072645 0.00000
 10 -12.027175 0.00000  -5.071295 0.00000
 11 -12.025825 0.00000  -5.069945 0.00000
 12 -12.024475 0.00000  -5.068595 0.00000
 13 -12.023125 0.00000  -5.067245 0.00000
 14 -12.021775 0.00000  -5.065895 0.00000
 15 -12.020425 0.00000  -5.064545 0.00000
 16 -12.019075 0.00000  -5.063195 0.00000
 17 -12.017725 0.00000  -5.061845 0.00000
 18 -12.016375 0.00000  -5.060495 0.00000
 19 -12.015025 0.00000  -5.059145 0.00000
 20 -12.013675 0.00000  -5.057795 0.00000
 21 -12.012325 0.00000  -5.056445 0.00000
 22 -12.010975 0.00000  -5.055095 0.00000
 23 -12.009625 0.00000  -5.053745 0.00000
 24 -12.008275 0.00000  -5.052395 0.00000
 25 -12.006925 0.00002  -5.051045 0.00000
 26 -12.005575 0.00020  -5.049695 0.00000
 27 -12.004225 0.00128  -5.048345 0.00000
 28 -12.002875 0.00329  -5.046995 0.00000
 29 -12.001525 0.00489  -5.045645 0.00000
 30 -12.000175 0.00769  -5.044295 0.00034
 31 -11.998825 0.01273  -5.042945 0.01600
 32 -11.997475 0.01927  -5.041595 0.09578
 33 -11.996125 0.03583  -5.040245 0.21817
 34 -11.994775 0.08516  -5.038895 0.36559
 35 -11.993425 0.21990  -5.037545 0.50219
 36 -11.992075 0.37521  -5.036195 0.59046
 37 -11.990725 0.51690  -5.034845 0.66879
 38 -11.989375 0.61553  -5.033495 0.72556
 39 -11.988025 0.69880  -5.032145 0.77834
 40 -11.986675 0.75872  -5.030795 0.82754
 41 -11.985325 0.81436  -5.029445 0.86529
 42 -11.983975 0.85585  -5.028095 0.89020
 43 -11.982625 0.87935  -5.026745 0.91600
 44 -11.981275 0.92462  -5.025395 0.94731
 45 -11.979925 0.94694  -5.024045 0.95395
 46 -11.978575 0.96004  -5.022695 0.96512
 47 -11.977225 0.97965  -5.021345 0.98076
 48 -11.975875 0.98717  -5.019995 0.99215
 49 -11.974525 1.00000  -5.018645 0.99721
 50 -11.973175 0.99944  -5.017295 0.98621
 51 -11.971825 0.97675  -5.015945 1.00000
 52 -11.970475 0.99142  -5.014595 0.97939
 53 -11.969125 0.97923  -5.013245 0.97911
 54 -11.967775 0.96198  -5.011895 0.97716
 55 -11.966425 0.93337  -5.010545 0.96426
 56 -11.965075 0.91835  -5.009195 0.94876
 57 -11.963725 0.88768  -5.007845 0.92360
 58 -11.962375 0.85315  -5.006495 0.89207
 59 -11.961025 0.80099  -5.005145 0.87035
 60 -11.959675 0.75400  -5.003795 0.83363
 61 -11.958325 0.69037  -5.002445 0.79381
 62 -11.956975 0.61209  -5.001095 0.73905
 63 -11.955625 0.52754  -4.999745 0.68624
 64 -11.954275 0.41603  -4.998395 0.60842
 65 -11.952925 0.26271  -4.997045 0.51730
 66 -11.951575 0.13375  -4.995695 0.38832
 67 -11.950225 0.04574  -4.994345 0.24068
 68 -11.948875 0.00833  -4.992995 0.11603
 69 -11.947525 0.00000  -4.991645 0.03552
 70 -11.946175 0.00000  -4.990295 0.00715
 71 -11.944825 0.00000  -4.988945 0.00215
 72 -11.943475 0.00000  -4.987595 0.00034
 73 -11.942125 0.00000  -4.986245 0.00000
 74 -11.940775 0.00000  -4.984895 0.00000
 75 -11.939425 0.00000  -4.983545 0.00000
 76 -11.938075 0.00000  -4.982195 0.00000
 77 -11.936725 0.00000  -4.980845 0.00000
 78 -11.935375 0.00000  -4.979495 0.00000
 79 -11.934025 0.00000  -4.978145 0.00000
 80 -11.932675 0.00000  -4.976795 0.00000
 81 -11.931325 0.00000  -4.975445 0.00000
 82 -11.929975 0.00000  -4.974095 0.00000
 83 -11.928625 0.00000  -4.972745 0.00000
 84 -11.927275 0.00000  -4.971395 0.00000
 85 -11.925925 0.00000  -4.970045 0.00000
 86 -11.924575 0.00000  -4.968695 0.00000
 87 -11.923225 0.00000  -4.967345 0.00000
 88 -11.921875 0.00000  -4.965995 0.00000
 89 -11.920525 0.00000  -4.964645 0.00000
 90 -11.919175 0.00000  -4.963295 0.00000
 91 -11.917825 0.00000  -4.961945 0.00000
 92 -11.916475 0.00000  -4.960595 0.00000
 93 -11.915125 0.00000  -4.959245 0.00000
 94 -11.913775 0.00000  -4.957895 0.00000
 95 -11.912425 0.00000  -4.956545 0.00000
 96 -11.911075 0.00000  -4.955195 0.00000
 97 -11.909725 0.00000  -4.953845 0.00000
 98 -11.908375 0.00000  -4.952495 0.00000
 99 -11.907025 0.00000  -4.951145 0.00000
100 -11.905675 0.00000  -4.949795 0.00000
