  1 -12.042870 0.00000   5.824744 0.00000
  2 -12.041520 0.00000   5.826094 0.00000
  3 -12.040170 0.00000   5.827444 0.00000
  4 -12.038820 0.00000   5.828794 0.00000
  5 -12.037470 0.00000   5.830144 0.00000
  6 -12.036120 0.00000   5.831494 0.00000
  7 -12.034770 0.00000   5.832844 0.00000
  8 -12.033420 0.00000   5.834194 0.00000
  9 -12.032070 0.00000   5.835544 0.00000
 10 -12.030720 0.00000   5.836894 0.00000
 11 -12.029370 0.00000   5.838244 0.00000
 12 -12.028020 0.00000   5.839594 0.00000
 13 -12.026670 0.00000   5.840944 0.00000
 14 -12.025320 0.00000   5.842294 0.00000
 15 -12.023970 0.00000   5.843644 0.00000
 16 -12.022620 0.00000   5.844994 0.00000
 17 -12.021270 0.00000   5.846344 0.00000
 18 -12.019920 0.00000   5.847694 0.00000
 19 -12.018570 0.00000   5.849044 0.00000
 20 -12.017220 0.00000   5.850394 0.00000
 21 -12.015870 0.00000   5.851744 0.00000
 22 -12.014520 0.00000   5.853094 0.00000
 23 -12.013170 0.00000   5.854444 0.00000
 24 -12.011820 0.00000   5.855794 0.00000
 25 -12.010470 0.00000   5.857144 0.00000
 26 -12.009120 0.00002   5.858494 0.00025
 27 -12.007770 0.00039   5.859844 0.00738
 28 -12.006420 0.00158   5.861194 0.03692
 29 -12.005070 0.00355   5.862544 0.07625
 30 -12.003720 0.00715   5.863894 0.13222
 31 -12.002370 0.01292   5.865244 0.20213
 32 -12.001020 0.02606   5.866594 0.30279
 33 -11.999670 0.05353   5.867944 0.41612
 34 -11.998320 0.13075   5.869294 0.50731
 35 -11.996970 0.22570   5.870644 0.60522
 36 -11.995620 0.34061   5.871994 0.68446
 37 -11.994270 0.45926   5.873344 0.75678
 38 -11.992920 0.57237   5.874694 0.79573
 39 -11.991570 0.66094   5.876044 0.83594
 40 -11.990220 0.72714   5.877394 0.87044
 41 -11.988870 0.78895   5.878744 0.91092
 42 -11.987520 0.84817   5.880094 0.93173
 43 -11.986170 0.87095   5.881444 0.94989
 44 -11.984820 0.90917   5.882794 0.97002
 45 -11.983470 0.93538   5.884144 0.97606
 46 -11.982120 0.95091   5.885494 0.98648
 47 -11.980770 0.96950   5.886844 0.99372
 48 -11.979420 0.99421   5.888194 0.99248
 49 -11.978070 0.98649   5.889544 1.00000
 50 -11.976720 0.99857   5.890894 0.99295
 51 -11.975370 1.00000   5.892244 0.98121
 52 -11.974020 0.98666   5.893594 0.96917
 53 -11.972670 0.97236   5.894944 0.95464
 54 -11.971320 0.97083   5.896294 0.93077
 55 -11.969970 0.94373   5.897644 0.91410
 56 -11.968620 0.92682   5.898994 0.90189
 57 -11.967270 0.89349   5.900344 0.85439
 58 -11.965920 0.86518   5.901694 0.82411
 59 -11.964570 0.82226   5.903044 0.76728
 60 -11.963220 0.77221   5.904394 0.71885
 61 -11.961870 0.70448   5.905744 0.63748
 62 -11.960520 0.62854   5.907094 0.55462
 63 -11.959170 0.54030   5.908444 0.45797
 64 -11.957820 0.43228   5.909794 0.36573
 65 -11.956470 0.31248   5.911144 0.26475
 66 -11.955120 0.20274   5.912494 0.17440
 67 -11.953770 0.10644   5.913844 0.09712
 68 -11.952420 0.04739   5.915194 0.05282
 69 -11.951070 0.00629   5.916544 0.01709
 70 -11.949720 0.00000   5.917894 0.00206
 71 -11.948370 0.00000   5.919244 0.00000
 72 -11.947020 0.00000   5.920594 0.00000
 73 -11.945670 0.00000   5.921944 0.00000
 74 -11.944320 0.00000   5.923294 0.00000
 75 -11.942970 0.00000   5.924644 0.00000
 76 -11.941620 0.00000   5.925994 0.00000
 77 -11.940270 0.00000   5.927344 0.00000
 78 -11.938920 0.00000   5.928694 0.00000
 79 -11.937570 0.00000   5.930044 0.00000
 80 -11.936220 0.00000   5.931394 0.00000
 81 -11.934870 0.00000   5.932744 0.00000
 82 -11.933520 0.00000   5.934094 0.00000
 83 -11.932170 0.00000   5.935444 0.00000
 84 -11.930820 0.00000   5.936794 0.00000
 85 -11.929470 0.00000   5.938144 0.00000
 86 -11.928120 0.00000   5.939494 0.00000
 87 -11.926770 0.00000   5.940844 0.00000
 88 -11.925420 0.00000   5.942194 0.00000
 89 -11.924070 0.00000   5.943544 0.00000
 90 -11.922720 0.00000   5.944894 0.00000
 91 -11.921370 0.00000   5.946244 0.00000
 92 -11.920020 0.00000   5.947594 0.00000
 93 -11.918670 0.00000   5.948944 0.00000
 94 -11.917320 0.00000   5.950294 0.00000
 95 -11.915970 0.00000   5.951644 0.00000
 96 -11.914620 0.00000   5.952994 0.00000
 97 -11.913270 0.00000   5.954344 0.00000
 98 -11.911920 0.00000   5.955694 0.00000
 99 -11.910570 0.00000   5.957044 0.00000
100 -11.909220 0.00000   5.958394 0.00000
