  1 -12.526711 0.00000   0.603189 0.00000
  2 -12.525361 0.00000   0.604539 0.00000
  3 -12.524011 0.00000   0.605889 0.00000
  4 -12.522661 0.00000   0.607239 0.00000
  5 -12.521311 0.00000   0.608589 0.00000
  6 -12.519961 0.00000   0.609939 0.00000
  7 -12.518611 0.00000   0.611289 0.00000
  8 -12.517261 0.00000   0.612639 0.00000
  9 -12.515911 0.00000   0.613989 0.00000
 10 -12.514561 0.00000   0.615339 0.00000
 11 -12.513211 0.00000   0.616689 0.00000
 12 -12.511861 0.00000   0.618039 0.00000
 13 -12.510511 0.00000   0.619389 0.00000
 14 -12.509161 0.00000   0.620739 0.00000
 15 -12.507811 0.00000   0.622089 0.00000
 16 -12.506461 0.00000   0.623439 0.00000
 17 -12.505111 0.00000   0.624789 0.00000
 18 -12.503761 0.00000   0.626139 0.00000
 19 -12.502411 0.00000   0.627489 0.00000
 20 -12.501061 0.00000   0.628839 0.00000
 21 -12.499711 0.00000   0.630189 0.00000
 22 -12.498361 0.00000   0.631539 0.00000
 23 -12.497011 0.00000   0.632889 0.00000
 24 -12.495661 0.00000   0.634239 0.00000
 25 -12.494311 0.00025   0.635589 0.00000
 26 -12.492961 0.00086   0.636939 0.00000
 27 -12.491611 0.00211   0.638289 0.00083
 28 -12.490261 0.00486   0.639639 0.01111
 29 -12.488911 0.00880   0.640989 0.04742
 30 -12.487561 0.01268   0.642339 0.09317
 31 -12.486211 0.02097   0.643689 0.15053
 32 -12.484861 0.03110   0.645039 0.22108
 33 -12.483511 0.05898   0.646389 0.31667
 34 -12.482161 0.13629   0.647739 0.42978
 35 -12.480811 0.22973   0.649089 0.53361
 36 -12.479461 0.35618   0.650439 0.63211
 37 -12.478111 0.47702   0.651789 0.70025
 38 -12.476761 0.57426   0.653139 0.76225
 39 -12.475411 0.67698   0.654489 0.81242
 40 -12.474061 0.75207   0.655839 0.85036
 41 -12.472711 0.80299   0.657189 0.88667
 42 -12.471361 0.84169   0.658539 0.91431
 43 -12.470011 0.87931   0.659889 0.93919
 44 -12.468661 0.90739   0.661239 0.95586
 45 -12.467311 0.93594   0.662589 0.97230
 46 -12.465961 0.95139   0.663939 0.98194
 47 -12.464611 0.96574   0.665289 0.97933
 48 -12.463261 0.98560   0.666639 0.99158
 49 -12.461911 1.00000   0.667989 0.99892
 50 -12.460561 0.98830   0.669339 1.00000
 51 -12.459211 0.98774   0.670689 0.99836
 52 -12.457861 0.98683   0.672039 0.98395
 53 -12.456511 0.98210   0.673389 0.98842
 54 -12.455161 0.95615   0.674739 0.95395
 55 -12.453811 0.94526   0.676089 0.94495
 56 -12.452461 0.91414   0.677439 0.93441
 57 -12.451111 0.88019   0.678789 0.89130
 58 -12.449761 0.85334   0.680139 0.86283
 59 -12.448411 0.80360   0.681489 0.81836
 60 -12.447061 0.74562   0.682839 0.77494
 61 -12.445711 0.69171   0.684189 0.71108
 62 -12.444361 0.60715   0.685539 0.65039
 63 -12.443011 0.51582   0.686889 0.55400
 64 -12.441661 0.40349   0.688239 0.46492
 65 -12.440311 0.28893   0.689589 0.37797
 66 -12.438961 0.18024   0.690939 0.27833
 67 -12.437611 0.08905   0.692289 0.18325
 68 -12.436261 0.03831   0.693639 0.10708
 69 -12.434911 0.00625   0.694989 0.04750
 70 -12.433561 0.00000   0.696339 0.01325
 71 -12.432211 0.00000   0.697689 0.00200
 72 -12.430861 0.00000   0.699039 0.00042
 73 -12.429511 0.00000   0.700389 0.00003
 74 -12.428161 0.00000   0.701739 0.00000
 75 -12.426811 0.00000   0.703089 0.00000
 76 -12.425461 0.00000   0.704439 0.00000
 77 -12.424111 0.00000   0.705789 0.00000
 78 -12.422761 0.00000   0.707139 0.00000
 79 -12.421411 0.00000   0.708489 0.00000
 80 -12.420061 0.00000   0.709839 0.00000
 81 -12.418711 0.00000   0.711189 0.00000
 82 -12.417361 0.00000   0.712539 0.00000
 83 -12.416011 0.00000   0.713889 0.00000
 84 -12.414661 0.00000   0.715239 0.00000
 85 -12.413311 0.00000   0.716589 0.00000
 86 -12.411961 0.00000   0.717939 0.00000
 87 -12.410611 0.00000   0.719289 0.00000
 88 -12.409261 0.00000   0.720639 0.00000
 89 -12.407911 0.00000   0.721989 0.00000
 90 -12.406561 0.00000   0.723339 0.00000
 91 -12.405211 0.00000   0.724689 0.00000
 92 -12.403861 0.00000   0.726039 0.00000
 93 -12.402511 0.00000   0.727389 0.00000
 94 -12.401161 0.00000   0.728739 0.00000
 95 -12.399811 0.00000   0.730089 0.00000
 96 -12.398461 0.00000   0.731439 0.00000
 97 -12.397111 0.00000   0.732789 0.00000
 98 -12.395761 0.00000   0.734139 0.00000
 99 -12.394411 0.00000   0.735489 0.00000
100 -12.393061 0.00000   0.736839 0.00000
