  1  11.430705 0.00000 -12.879736 0.00000
  2  11.432055 0.00000 -12.878386 0.00000
  3  11.433405 0.00000 -12.877036 0.00000
  4  11.434755 0.00000 -12.875686 0.00000
  5  11.436105 0.00000 -12.874336 0.00000
  6  11.437455 0.00000 -12.872986 0.00000
  7  11.438805 0.00000 -12.871636 0.00000
  8  11.440155 0.00000 -12.870286 0.00000
  9  11.441505 0.00000 -12.868936 0.00000
 10  11.442855 0.00000 -12.867586 0.00000
 11  11.444205 0.00000 -12.866236 0.00000
 12  11.445555 0.00000 -12.864886 0.00000
 13  11.446905 0.00000 -12.863536 0.00000
 14  11.448255 0.00000 -12.862186 0.00000
 15  11.449605 0.00000 -12.860836 0.00000
 16  11.450955 0.00000 -12.859486 0.00000
 17  11.452305 0.00000 -12.858136 0.00000
 18  11.453655 0.00000 -12.856786 0.00000
 19  11.455005 0.00000 -12.855436 0.00000
 20  11.456355 0.00000 -12.854086 0.00000
 21  11.457705 0.00000 -12.852736 0.00000
 22  11.459055 0.00000 -12.851386 0.00000
 23  11.460405 0.00000 -12.850036 0.00000
 24  11.461755 0.00000 -12.848686 0.00000
 25  11.463105 0.00000 -12.847336 0.00000
 26  11.464455 0.00000 -12.845986 0.00003
 27  11.465805 0.00000 -12.844636 0.00303
 28  11.467155 0.00000 -12.843286 0.01161
 29  11.468505 0.00095 -12.841936 0.03007
 30  11.469855 0.06498 -12.840586 0.06037
 31  11.471205 0.16464 -12.839236 0.09868
 32  11.472555 0.26379 -12.837886 0.15319
 33  11.473905 0.35847 -12.836536 0.22624
 34  11.475255 0.45154 -12.835186 0.31715
 35  11.476605 0.52990 -12.833836 0.40346
 36  11.477955 0.59847 -12.832486 0.47230
 37  11.479305 0.66704 -12.831136 0.55361
 38  11.480655 0.73333 -12.829786 0.61757
 39  11.482005 0.78088 -12.828436 0.68127
 40  11.483355 0.82296 -12.827086 0.73710
 41  11.484705 0.86318 -12.825736 0.79017
 42  11.486055 0.88765 -12.824386 0.83855
 43  11.487405 0.90800 -12.823036 0.87856
 44  11.488755 0.93564 -12.821686 0.90649
 45  11.490105 0.95676 -12.820336 0.93157
 46  11.491455 0.96438 -12.818986 0.95849
 47  11.492805 0.97355 -12.817636 0.96638
 48  11.494155 0.98129 -12.816286 0.98189
 49  11.495505 0.99594 -12.814936 0.98406
 50  11.496855 0.99229 -12.813586 0.99327
 51  11.498205 1.00000 -12.812236 1.00000
 52  11.499555 0.99270 -12.810886 0.99697
 53  11.500905 0.98419 -12.809536 0.99466
 54  11.502255 0.96640 -12.808186 0.98850
 55  11.503605 0.96186 -12.806836 0.97507
 56  11.504955 0.95432 -12.805486 0.96672
 57  11.506305 0.92698 -12.804136 0.95514
 58  11.507655 0.90254 -12.802786 0.92400
 59  11.509005 0.88178 -12.801436 0.89687
 60  11.510355 0.84414 -12.800086 0.87336
 61  11.511705 0.81442 -12.798736 0.82850
 62  11.513055 0.77764 -12.797386 0.78139
 63  11.514405 0.71735 -12.796036 0.71714
 64  11.515755 0.66446 -12.794686 0.65853
 65  11.517105 0.58044 -12.793336 0.58782
 66  11.518455 0.48298 -12.791986 0.49830
 67  11.519805 0.39527 -12.790636 0.40020
 68  11.521155 0.29867 -12.789286 0.30736
 69  11.522505 0.19946 -12.787936 0.22904
 70  11.523855 0.12715 -12.786586 0.17292
 71  11.525205 0.07175 -12.785236 0.12589
 72  11.526555 0.02797 -12.783886 0.08990
 73  11.527905 0.00172 -12.782536 0.06439
 74  11.529255 0.00000 -12.781186 0.03966
 75  11.530605 0.00000 -12.779836 0.02357
 76  11.531955 0.00000 -12.778486 0.00930
 77  11.533305 0.00000 -12.777136 0.00165
 78  11.534655 0.00000 -12.775786 0.00000
 79  11.536005 0.00000 -12.774436 0.00000
 80  11.537355 0.00000 -12.773086 0.00000
 81  11.538705 0.00000 -12.771736 0.00000
 82  11.540055 0.00000 -12.770386 0.00000
 83  11.541405 0.00000 -12.769036 0.00000
 84  11.542755 0.00000 -12.767686 0.00000
 85  11.544105 0.00000 -12.766336 0.00000
 86  11.545455 0.00000 -12.764986 0.00000
 87  11.546805 0.00000 -12.763636 0.00000
 88  11.548155 0.00000 -12.762286 0.00000
 89  11.549505 0.00000 -12.760936 0.00000
 90  11.550855 0.00000 -12.759586 0.00000
 91  11.552205 0.00000 -12.758236 0.00000
 92  11.553555 0.00000 -12.756886 0.00000
 93  11.554905 0.00000 -12.755536 0.00000
 94  11.556255 0.00000 -12.754186 0.00000
 95  11.557605 0.00000 -12.752836 0.00000
 96  11.558955 0.00000 -12.751486 0.00000
 97  11.560305 0.00000 -12.750136 0.00000
 98  11.561655 0.00000 -12.748786 0.00000
 99  11.563005 0.00000 -12.747436 0.00000
100  11.564355 0.00000 -12.746086 0.00000
