  1 -13.495607 0.00000  -5.157579 0.00000
  2 -13.494257 0.00000  -5.156229 0.00000
  3 -13.492907 0.00000  -5.154879 0.00000
  4 -13.491557 0.00000  -5.153529 0.00000
  5 -13.490207 0.00000  -5.152179 0.00000
  6 -13.488857 0.00000  -5.150829 0.00000
  7 -13.487507 0.00000  -5.149479 0.00000
  8 -13.486157 0.00000  -5.148129 0.00000
  9 -13.484807 0.00000  -5.146779 0.00000
 10 -13.483457 0.00000  -5.145429 0.00000
 11 -13.482107 0.00000  -5.144079 0.00000
 12 -13.480757 0.00000  -5.142729 0.00000
 13 -13.479407 0.00000  -5.141379 0.00000
 14 -13.478057 0.00000  -5.140029 0.00000
 15 -13.476707 0.00000  -5.138679 0.00000
 16 -13.475357 0.00000  -5.137329 0.00000
 17 -13.474007 0.00000  -5.135979 0.00000
 18 -13.472657 0.00000  -5.134629 0.00000
 19 -13.471307 0.00000  -5.133279 0.00000
 20 -13.469957 0.00000  -5.131929 0.00000
 21 -13.468607 0.00000  -5.130579 0.00000
 22 -13.467257 0.00000  -5.129229 0.00000
 23 -13.465907 0.00000  -5.127879 0.00000
 24 -13.464557 0.00002  -5.126529 0.00000
 25 -13.463207 0.00020  -5.125179 0.00000
 26 -13.461857 0.00059  -5.123829 0.00000
 27 -13.460507 0.00188  -5.122479 0.00000
 28 -13.459157 0.00328  -5.121129 0.00000
 29 -13.457807 0.00487  -5.119779 0.00008
 30 -13.456457 0.00966  -5.118429 0.00850
 31 -13.455107 0.01387  -5.117079 0.06427
 32 -13.453757 0.02134  -5.115729 0.13714
 33 -13.452407 0.03746  -5.114379 0.22182
 34 -13.451057 0.07878  -5.113029 0.34267
 35 -13.449707 0.19385  -5.111679 0.47476
 36 -13.448357 0.33398  -5.110329 0.56500
 37 -13.447007 0.48086  -5.108979 0.65004
 38 -13.445657 0.59243  -5.107629 0.72580
 39 -13.444307 0.68176  -5.106279 0.76954
 40 -13.442957 0.75092  -5.104929 0.82212
 41 -13.441607 0.80757  -5.103579 0.86011
 42 -13.440257 0.84637  -5.102229 0.89609
 43 -13.438907 0.88552  -5.100879 0.92141
 44 -13.437557 0.91960  -5.099529 0.93711
 45 -13.436207 0.94674  -5.098179 0.94754
 46 -13.434857 0.95902  -5.096829 0.96663
 47 -13.433507 0.98410  -5.095479 0.97970
 48 -13.432157 0.98703  -5.094129 0.99254
 49 -13.430807 0.99777  -5.092779 0.99479
 50 -13.429457 0.99665  -5.091429 1.00000
 51 -13.428107 1.00000  -5.090079 0.99860
 52 -13.426757 0.99623  -5.088729 0.98410
 53 -13.425407 0.97771  -5.087379 0.98054
 54 -13.424057 0.96895  -5.086029 0.97246
 55 -13.422707 0.94740  -5.084679 0.95881
 56 -13.421357 0.92153  -5.083329 0.94221
 57 -13.420007 0.89210  -5.081979 0.93021
 58 -13.418657 0.84769  -5.080629 0.90346
 59 -13.417307 0.80854  -5.079279 0.87758
 60 -13.415957 0.75251  -5.077929 0.83145
 61 -13.414607 0.68714  -5.076579 0.79386
 62 -13.413257 0.61298  -5.075229 0.73009
 63 -13.411907 0.52644  -5.073879 0.67376
 64 -13.410557 0.41181  -5.072529 0.60627
 65 -13.409207 0.25908  -5.071179 0.49529
 66 -13.407857 0.13675  -5.069829 0.37968
 67 -13.406507 0.05334  -5.068479 0.27372
 68 -13.405157 0.01069  -5.067129 0.17152
 69 -13.403807 0.00000  -5.065779 0.07924
 70 -13.402457 0.00000  -5.064429 0.02753
 71 -13.401107 0.00000  -5.063079 0.00819
 72 -13.399757 0.00000  -5.061729 0.00415
 73 -13.398407 0.00000  -5.060379 0.00123
 74 -13.397057 0.00000  -5.059029 0.00008
 75 -13.395707 0.00000  -5.057679 0.00000
 76 -13.394357 0.00000  -5.056329 0.00000
 77 -13.393007 0.00000  -5.054979 0.00000
 78 -13.391657 0.00000  -5.053629 0.00000
 79 -13.390307 0.00000  -5.052279 0.00000
 80 -13.388957 0.00000  -5.050929 0.00000
 81 -13.387607 0.00000  -5.049579 0.00000
 82 -13.386257 0.00000  -5.048229 0.00000
 83 -13.384907 0.00000  -5.046879 0.00000
 84 -13.383557 0.00000  -5.045529 0.00000
 85 -13.382207 0.00000  -5.044179 0.00000
 86 -13.380857 0.00000  -5.042829 0.00000
 87 -13.379507 0.00000  -5.041479 0.00000
 88 -13.378157 0.00000  -5.040129 0.00000
 89 -13.376807 0.00000  -5.038779 0.00000
 90 -13.375457 0.00000  -5.037429 0.00000
 91 -13.374107 0.00000  -5.036079 0.00000
 92 -13.372757 0.00000  -5.034729 0.00000
 93 -13.371407 0.00000  -5.033379 0.00000
 94 -13.370057 0.00000  -5.032029 0.00000
 95 -13.368707 0.00000  -5.030679 0.00000
 96 -13.367357 0.00000  -5.029329 0.00000
 97 -13.366007 0.00000  -5.027979 0.00000
 98 -13.364657 0.00000  -5.026629 0.00000
 99 -13.363307 0.00000  -5.025279 0.00000
100 -13.361957 0.00000  -5.023929 0.00000
