  1 -13.502600 0.00000   7.957419 0.00000
  2 -13.501250 0.00000   7.958769 0.00000
  3 -13.499900 0.00000   7.960119 0.00000
  4 -13.498550 0.00000   7.961469 0.00000
  5 -13.497200 0.00000   7.962819 0.00000
  6 -13.495850 0.00000   7.964169 0.00000
  7 -13.494500 0.00000   7.965519 0.00000
  8 -13.493150 0.00000   7.966869 0.00000
  9 -13.491800 0.00000   7.968219 0.00000
 10 -13.490450 0.00000   7.969569 0.00000
 11 -13.489100 0.00000   7.970919 0.00000
 12 -13.487750 0.00000   7.972269 0.00000
 13 -13.486400 0.00000   7.973619 0.00000
 14 -13.485050 0.00000   7.974969 0.00000
 15 -13.483700 0.00000   7.976319 0.00000
 16 -13.482350 0.00000   7.977669 0.00000
 17 -13.481000 0.00000   7.979019 0.00000
 18 -13.479650 0.00000   7.980369 0.00000
 19 -13.478300 0.00000   7.981719 0.00000
 20 -13.476950 0.00000   7.983069 0.00000
 21 -13.475600 0.00000   7.984419 0.00000
 22 -13.474250 0.00000   7.985769 0.00000
 23 -13.472900 0.00000   7.987119 0.00000
 24 -13.471550 0.00000   7.988469 0.00019
 25 -13.470200 0.00000   7.989819 0.00717
 26 -13.468850 0.00000   7.991169 0.02844
 27 -13.467500 0.00022   7.992519 0.06419
 28 -13.466150 0.00081   7.993869 0.10434
 29 -13.464800 0.00236   7.995219 0.14818
 30 -13.463450 0.00585   7.996569 0.21201
 31 -13.462100 0.01162   7.997919 0.28073
 32 -13.460750 0.02246   7.999269 0.35560
 33 -13.459400 0.04230   8.000619 0.44601
 34 -13.458050 0.09327   8.001969 0.54857
 35 -13.456700 0.18860   8.003319 0.62888
 36 -13.455350 0.30538   8.004669 0.70536
 37 -13.454000 0.41499   8.006019 0.77517
 38 -13.452650 0.51983   8.007369 0.82591
 39 -13.451300 0.61391   8.008719 0.86286
 40 -13.449950 0.70801   8.010069 0.89110
 41 -13.448600 0.77338   8.011419 0.92961
 42 -13.447250 0.82286   8.012769 0.93584
 43 -13.445900 0.86979   8.014119 0.96419
 44 -13.444550 0.89737   8.015469 0.97957
 45 -13.443200 0.92988   8.016819 0.99030
 46 -13.441850 0.95950   8.018169 0.99305
 47 -13.440500 0.97778   8.019519 1.00000
 48 -13.439150 0.98511   8.020869 0.99675
 49 -13.437800 0.99317   8.022219 0.99956
 50 -13.436450 0.99339   8.023569 0.99424
 51 -13.435100 0.99749   8.024919 0.98413
 52 -13.433750 1.00000   8.026269 0.97064
 53 -13.432400 0.98877   8.027619 0.94562
 54 -13.431050 0.98083   8.028969 0.92780
 55 -13.429700 0.95038   8.030319 0.90592
 56 -13.428350 0.93686   8.031669 0.86931
 57 -13.427000 0.91624   8.033019 0.82658
 58 -13.425650 0.86446   8.034369 0.78716
 59 -13.424300 0.82553   8.035719 0.71604
 60 -13.422950 0.77931   8.037069 0.64623
 61 -13.421600 0.72263   8.038419 0.57134
 62 -13.420250 0.65276   8.039769 0.50125
 63 -13.418900 0.55699   8.041119 0.41465
 64 -13.417550 0.43878   8.042469 0.33392
 65 -13.416200 0.32448   8.043819 0.25207
 66 -13.414850 0.21116   8.045169 0.17890
 67 -13.413500 0.12453   8.046519 0.10918
 68 -13.412150 0.06667   8.047869 0.06138
 69 -13.410800 0.01927   8.049219 0.02663
 70 -13.409450 0.00002   8.050569 0.00589
 71 -13.408100 0.00000   8.051919 0.00003
 72 -13.406750 0.00000   8.053269 0.00000
 73 -13.405400 0.00000   8.054619 0.00000
 74 -13.404050 0.00000   8.055969 0.00000
 75 -13.402700 0.00000   8.057319 0.00000
 76 -13.401350 0.00000   8.058669 0.00000
 77 -13.400000 0.00000   8.060019 0.00000
 78 -13.398650 0.00000   8.061369 0.00000
 79 -13.397300 0.00000   8.062719 0.00000
 80 -13.395950 0.00000   8.064069 0.00000
 81 -13.394600 0.00000   8.065419 0.00000
 82 -13.393250 0.00000   8.066769 0.00000
 83 -13.391900 0.00000   8.068119 0.00000
 84 -13.390550 0.00000   8.069469 0.00000
 85 -13.389200 0.00000   8.070819 0.00000
 86 -13.387850 0.00000   8.072169 0.00000
 87 -13.386500 0.00000   8.073519 0.00000
 88 -13.385150 0.00000   8.074869 0.00000
 89 -13.383800 0.00000   8.076219 0.00000
 90 -13.382450 0.00000   8.077569 0.00000
 91 -13.381100 0.00000   8.078919 0.00000
 92 -13.379750 0.00000   8.080269 0.00000
 93 -13.378400 0.00000   8.081619 0.00000
 94 -13.377050 0.00000   8.082969 0.00000
 95 -13.375700 0.00000   8.084319 0.00000
 96 -13.374350 0.00000   8.085669 0.00000
 97 -13.373000 0.00000   8.087019 0.00000
 98 -13.371650 0.00000   8.088369 0.00000
 99 -13.370300 0.00000   8.089719 0.00000
100 -13.368950 0.00000   8.091069 0.00000
