  1 -13.509240 0.00000  11.419497 0.00000
  2 -13.507890 0.00000  11.420847 0.00000
  3 -13.506540 0.00000  11.422197 0.00000
  4 -13.505190 0.00000  11.423547 0.00000
  5 -13.503840 0.00000  11.424897 0.00000
  6 -13.502490 0.00000  11.426247 0.00000
  7 -13.501140 0.00000  11.427597 0.00000
  8 -13.499790 0.00000  11.428947 0.00000
  9 -13.498440 0.00000  11.430297 0.00000
 10 -13.497090 0.00000  11.431647 0.00000
 11 -13.495740 0.00000  11.432997 0.00000
 12 -13.494390 0.00000  11.434347 0.00000
 13 -13.493040 0.00000  11.435697 0.00000
 14 -13.491690 0.00000  11.437047 0.00000
 15 -13.490340 0.00000  11.438397 0.00000
 16 -13.488990 0.00000  11.439747 0.00000
 17 -13.487640 0.00000  11.441097 0.00000
 18 -13.486290 0.00000  11.442447 0.00000
 19 -13.484940 0.00000  11.443797 0.00000
 20 -13.483590 0.00000  11.445147 0.00000
 21 -13.482240 0.00000  11.446497 0.00000
 22 -13.480890 0.00000  11.447847 0.00000
 23 -13.479540 0.00000  11.449197 0.00017
 24 -13.478190 0.00000  11.450547 0.01210
 25 -13.476840 0.00000  11.451897 0.03869
 26 -13.475490 0.00000  11.453247 0.07540
 27 -13.474140 0.00000  11.454597 0.12509
 28 -13.472790 0.00000  11.455947 0.17622
 29 -13.471440 0.00022  11.457297 0.23255
 30 -13.470090 0.00347  11.458647 0.29325
 31 -13.468740 0.01255  11.459997 0.36305
 32 -13.467390 0.02699  11.461347 0.42831
 33 -13.466040 0.04803  11.462697 0.51217
 34 -13.464690 0.08499  11.464047 0.59801
 35 -13.463340 0.16296  11.465397 0.67268
 36 -13.461990 0.26810  11.466747 0.74368
 37 -13.460640 0.37545  11.468097 0.81149
 38 -13.459290 0.47377  11.469447 0.85167
 39 -13.457940 0.57571  11.470797 0.89621
 40 -13.456590 0.67113  11.472147 0.91150
 41 -13.455240 0.73963  11.473497 0.93849
 42 -13.453890 0.80018  11.474847 0.96033
 43 -13.452540 0.85124  11.476197 0.97228
 44 -13.451190 0.88733  11.477547 0.98768
 45 -13.449840 0.92217  11.478897 0.98429
 46 -13.448490 0.94653  11.480247 0.99336
 47 -13.447140 0.95886  11.481597 1.00000
 48 -13.445790 0.98280  11.482947 0.98852
 49 -13.444440 0.97471  11.484297 0.98026
 50 -13.443090 1.00000  11.485647 0.97869
 51 -13.441740 0.99515  11.486997 0.97021
 52 -13.440390 0.98610  11.488347 0.95047
 53 -13.439040 0.99358  11.489697 0.92824
 54 -13.437690 0.97660  11.491047 0.89011
 55 -13.436340 0.96651  11.492397 0.86858
 56 -13.434990 0.93494  11.493747 0.82846
 57 -13.433640 0.92636  11.495097 0.78461
 58 -13.432290 0.88244  11.496447 0.70770
 59 -13.430940 0.84425  11.497797 0.64661
 60 -13.429590 0.78549  11.499147 0.57077
 61 -13.428240 0.72627  11.500497 0.49632
 62 -13.426890 0.65735  11.501847 0.41400
 63 -13.425540 0.57421  11.503197 0.34807
 64 -13.424190 0.46410  11.504547 0.28045
 65 -13.422840 0.34189  11.505897 0.21589
 66 -13.421490 0.24411  11.507247 0.15567
 67 -13.420140 0.16483  11.508597 0.09682
 68 -13.418790 0.10046  11.509947 0.05138
 69 -13.417440 0.05170  11.511297 0.02584
 70 -13.416090 0.01486  11.512647 0.00585
 71 -13.414740 0.00000  11.513997 0.00006
 72 -13.413390 0.00000  11.515347 0.00000
 73 -13.412040 0.00000  11.516697 0.00000
 74 -13.410690 0.00000  11.518047 0.00000
 75 -13.409340 0.00000  11.519397 0.00000
 76 -13.407990 0.00000  11.520747 0.00000
 77 -13.406640 0.00000  11.522097 0.00000
 78 -13.405290 0.00000  11.523447 0.00000
 79 -13.403940 0.00000  11.524797 0.00000
 80 -13.402590 0.00000  11.526147 0.00000
 81 -13.401240 0.00000  11.527497 0.00000
 82 -13.399890 0.00000  11.528847 0.00000
 83 -13.398540 0.00000  11.530197 0.00000
 84 -13.397190 0.00000  11.531547 0.00000
 85 -13.395840 0.00000  11.532897 0.00000
 86 -13.394490 0.00000  11.534247 0.00000
 87 -13.393140 0.00000  11.535597 0.00000
 88 -13.391790 0.00000  11.536947 0.00000
 89 -13.390440 0.00000  11.538297 0.00000
 90 -13.389090 0.00000  11.539647 0.00000
 91 -13.387740 0.00000  11.540997 0.00000
 92 -13.386390 0.00000  11.542347 0.00000
 93 -13.385040 0.00000  11.543697 0.00000
 94 -13.383690 0.00000  11.545047 0.00000
 95 -13.382340 0.00000  11.546397 0.00000
 96 -13.380990 0.00000  11.547747 0.00000
 97 -13.379640 0.00000  11.549097 0.00000
 98 -13.378290 0.00000  11.550447 0.00000
 99 -13.376940 0.00000  11.551797 0.00000
100 -13.375590 0.00000  11.553147 0.00000
