  1 -11.551991 0.00000  -8.591763 0.00000
  2 -11.550641 0.00000  -8.590413 0.00000
  3 -11.549291 0.00000  -8.589063 0.00000
  4 -11.547941 0.00000  -8.587713 0.00000
  5 -11.546591 0.00000  -8.586363 0.00000
  6 -11.545241 0.00000  -8.585013 0.00000
  7 -11.543891 0.00000  -8.583663 0.00000
  8 -11.542541 0.00000  -8.582313 0.00000
  9 -11.541191 0.00000  -8.580963 0.00000
 10 -11.539841 0.00000  -8.579613 0.00000
 11 -11.538491 0.00000  -8.578263 0.00000
 12 -11.537141 0.00000  -8.576913 0.00000
 13 -11.535791 0.00000  -8.575563 0.00000
 14 -11.534441 0.00000  -8.574213 0.00000
 15 -11.533091 0.00000  -8.572863 0.00000
 16 -11.531741 0.00000  -8.571513 0.00000
 17 -11.530391 0.00000  -8.570163 0.00000
 18 -11.529041 0.00000  -8.568813 0.00000
 19 -11.527691 0.00000  -8.567463 0.00000
 20 -11.526341 0.00000  -8.566113 0.00000
 21 -11.524991 0.00000  -8.564763 0.00000
 22 -11.523641 0.00000  -8.563413 0.00000
 23 -11.522291 0.00000  -8.562063 0.00000
 24 -11.520941 0.00000  -8.560713 0.00000
 25 -11.519591 0.00000  -8.559363 0.00000
 26 -11.518241 0.00000  -8.558013 0.00000
 27 -11.516891 0.00005  -8.556663 0.00000
 28 -11.515541 0.00049  -8.555313 0.00000
 29 -11.514191 0.00166  -8.553963 0.00118
 30 -11.512841 0.00353  -8.552613 0.00906
 31 -11.511491 0.00783  -8.551263 0.02236
 32 -11.510141 0.02080  -8.549913 0.06313
 33 -11.508791 0.04591  -8.548563 0.17093
 34 -11.507441 0.10194  -8.547213 0.30468
 35 -11.506091 0.20932  -8.545863 0.42243
 36 -11.504741 0.36764  -8.544513 0.53607
 37 -11.503391 0.52320  -8.543163 0.62769
 38 -11.502041 0.63100  -8.541813 0.69515
 39 -11.500691 0.69781  -8.540463 0.75357
 40 -11.499341 0.76627  -8.539113 0.79676
 41 -11.497991 0.80531  -8.537763 0.84224
 42 -11.496641 0.85494  -8.536413 0.87601
 43 -11.495291 0.88729  -8.535063 0.89811
 44 -11.493941 0.91738  -8.533713 0.92199
 45 -11.492591 0.93489  -8.532363 0.95703
 46 -11.491241 0.95871  -8.531013 0.96327
 47 -11.489891 0.98750  -8.529663 0.97112
 48 -11.488541 0.99424  -8.528313 0.97430
 49 -11.487191 1.00000  -8.526963 0.97345
 50 -11.485841 0.99454  -8.525613 1.00000
 51 -11.484491 0.98550  -8.524263 0.99348
 52 -11.483141 0.99051  -8.522913 0.99162
 53 -11.481791 0.97895  -8.521563 0.98175
 54 -11.480441 0.96269  -8.520213 0.96707
 55 -11.479091 0.94179  -8.518863 0.96797
 56 -11.477741 0.92091  -8.517513 0.95700
 57 -11.476391 0.88869  -8.516163 0.93453
 58 -11.475041 0.85727  -8.514813 0.90132
 59 -11.473691 0.81143  -8.513463 0.89288
 60 -11.472341 0.75977  -8.512113 0.85579
 61 -11.470991 0.68909  -8.510763 0.81886
 62 -11.469641 0.61603  -8.509413 0.77283
 63 -11.468291 0.52881  -8.508063 0.72359
 64 -11.466941 0.42936  -8.506713 0.64816
 65 -11.465591 0.30316  -8.505363 0.57856
 66 -11.464241 0.14244  -8.504013 0.47948
 67 -11.462891 0.03108  -8.502663 0.35383
 68 -11.461541 0.00042  -8.501313 0.20102
 69 -11.460191 0.00000  -8.499963 0.09609
 70 -11.458841 0.00000  -8.498613 0.03971
 71 -11.457491 0.00000  -8.497263 0.00745
 72 -11.456141 0.00000  -8.495913 0.00000
 73 -11.454791 0.00000  -8.494563 0.00000
 74 -11.453441 0.00000  -8.493213 0.00000
 75 -11.452091 0.00000  -8.491863 0.00000
 76 -11.450741 0.00000  -8.490513 0.00000
 77 -11.449391 0.00000  -8.489163 0.00000
 78 -11.448041 0.00000  -8.487813 0.00000
 79 -11.446691 0.00000  -8.486463 0.00000
 80 -11.445341 0.00000  -8.485113 0.00000
 81 -11.443991 0.00000  -8.483763 0.00000
 82 -11.442641 0.00000  -8.482413 0.00000
 83 -11.441291 0.00000  -8.481063 0.00000
 84 -11.439941 0.00000  -8.479713 0.00000
 85 -11.438591 0.00000  -8.478363 0.00000
 86 -11.437241 0.00000  -8.477013 0.00000
 87 -11.435891 0.00000  -8.475663 0.00000
 88 -11.434541 0.00000  -8.474313 0.00000
 89 -11.433191 0.00000  -8.472963 0.00000
 90 -11.431841 0.00000  -8.471613 0.00000
 91 -11.430491 0.00000  -8.470263 0.00000
 92 -11.429141 0.00000  -8.468913 0.00000
 93 -11.427791 0.00000  -8.467563 0.00000
 94 -11.426441 0.00000  -8.466213 0.00000
 95 -11.425091 0.00000  -8.464863 0.00000
 96 -11.423741 0.00000  -8.463513 0.00000
 97 -11.422391 0.00000  -8.462163 0.00000
 98 -11.421041 0.00000  -8.460813 0.00000
 99 -11.419691 0.00000  -8.459463 0.00000
100 -11.418341 0.00000  -8.458113 0.00000
