  1 -10.567569 0.00000  -3.166788 0.00000
  2 -10.566219 0.00000  -3.165438 0.00000
  3 -10.564869 0.00000  -3.164088 0.00000
  4 -10.563519 0.00000  -3.162738 0.00000
  5 -10.562169 0.00000  -3.161388 0.00000
  6 -10.560819 0.00000  -3.160038 0.00000
  7 -10.559469 0.00000  -3.158688 0.00000
  8 -10.558119 0.00000  -3.157338 0.00000
  9 -10.556769 0.00000  -3.155988 0.00000
 10 -10.555419 0.00000  -3.154638 0.00000
 11 -10.554069 0.00000  -3.153288 0.00000
 12 -10.552719 0.00000  -3.151938 0.00000
 13 -10.551369 0.00000  -3.150588 0.00000
 14 -10.550019 0.00000  -3.149238 0.00000
 15 -10.548669 0.00000  -3.147888 0.00000
 16 -10.547319 0.00000  -3.146538 0.00000
 17 -10.545969 0.00000  -3.145188 0.00000
 18 -10.544619 0.00000  -3.143838 0.00000
 19 -10.543269 0.00000  -3.142488 0.00000
 20 -10.541919 0.00000  -3.141138 0.00000
 21 -10.540569 0.00000  -3.139788 0.00000
 22 -10.539219 0.00000  -3.138438 0.00000
 23 -10.537869 0.00000  -3.137088 0.00000
 24 -10.536519 0.00000  -3.135738 0.00000
 25 -10.535169 0.00000  -3.134388 0.00000
 26 -10.533819 0.00012  -3.133038 0.00000
 27 -10.532469 0.00102  -3.131688 0.00000
 28 -10.531119 0.00273  -3.130338 0.00000
 29 -10.529769 0.00494  -3.128988 0.00006
 30 -10.528419 0.00998  -3.127638 0.00337
 31 -10.527069 0.01574  -3.126288 0.02596
 32 -10.525719 0.02546  -3.124938 0.11648
 33 -10.524369 0.04788  -3.123588 0.25507
 34 -10.523019 0.13045  -3.122238 0.41612
 35 -10.521669 0.25020  -3.120888 0.52922
 36 -10.520319 0.40268  -3.119538 0.62015
 37 -10.518969 0.52832  -3.118188 0.68596
 38 -10.517619 0.62461  -3.116838 0.74916
 39 -10.516269 0.70855  -3.115488 0.80131
 40 -10.514919 0.76715  -3.114138 0.83572
 41 -10.513569 0.81083  -3.112788 0.87263
 42 -10.512219 0.85675  -3.111438 0.90478
 43 -10.510869 0.89616  -3.110088 0.92930
 44 -10.509519 0.91939  -3.108738 0.94665
 45 -10.508169 0.94294  -3.107388 0.96794
 46 -10.506819 0.95897  -3.106038 0.97309
 47 -10.505469 0.97649  -3.104688 0.98919
 48 -10.504119 0.98791  -3.103338 1.00000
 49 -10.502769 0.98535  -3.101988 0.99593
 50 -10.501419 1.00000  -3.100638 0.99362
 51 -10.500069 0.98486  -3.099288 0.98877
 52 -10.498719 0.98550  -3.097938 0.99501
 53 -10.497369 0.96944  -3.096588 0.98437
 54 -10.496019 0.96510  -3.095238 0.96649
 55 -10.494669 0.94103  -3.093888 0.95961
 56 -10.493319 0.92959  -3.092538 0.93913
 57 -10.491969 0.88491  -3.091188 0.92189
 58 -10.490619 0.85406  -3.089838 0.89709
 59 -10.489269 0.79941  -3.088488 0.85873
 60 -10.487919 0.75534  -3.087138 0.81001
 61 -10.486569 0.69915  -3.085788 0.78234
 62 -10.485219 0.61278  -3.084438 0.72111
 63 -10.483869 0.53738  -3.083088 0.65807
 64 -10.482519 0.41884  -3.081738 0.57884
 65 -10.481169 0.27447  -3.080388 0.47342
 66 -10.479819 0.15978  -3.079038 0.33107
 67 -10.478469 0.07029  -3.077688 0.18275
 68 -10.477119 0.02308  -3.076338 0.06895
 69 -10.475769 0.00107  -3.074988 0.01724
 70 -10.474419 0.00000  -3.073638 0.00139
 71 -10.473069 0.00000  -3.072288 0.00017
 72 -10.471719 0.00000  -3.070938 0.00000
 73 -10.470369 0.00000  -3.069588 0.00000
 74 -10.469019 0.00000  -3.068238 0.00000
 75 -10.467669 0.00000  -3.066888 0.00000
 76 -10.466319 0.00000  -3.065538 0.00000
 77 -10.464969 0.00000  -3.064188 0.00000
 78 -10.463619 0.00000  -3.062838 0.00000
 79 -10.462269 0.00000  -3.061488 0.00000
 80 -10.460919 0.00000  -3.060138 0.00000
 81 -10.459569 0.00000  -3.058788 0.00000
 82 -10.458219 0.00000  -3.057438 0.00000
 83 -10.456869 0.00000  -3.056088 0.00000
 84 -10.455519 0.00000  -3.054738 0.00000
 85 -10.454169 0.00000  -3.053388 0.00000
 86 -10.452819 0.00000  -3.052038 0.00000
 87 -10.451469 0.00000  -3.050688 0.00000
 88 -10.450119 0.00000  -3.049338 0.00000
 89 -10.448769 0.00000  -3.047988 0.00000
 90 -10.447419 0.00000  -3.046638 0.00000
 91 -10.446069 0.00000  -3.045288 0.00000
 92 -10.444719 0.00000  -3.043938 0.00000
 93 -10.443369 0.00000  -3.042588 0.00000
 94 -10.442019 0.00000  -3.041238 0.00000
 95 -10.440669 0.00000  -3.039888 0.00000
 96 -10.439319 0.00000  -3.038538 0.00000
 97 -10.437969 0.00000  -3.037188 0.00000
 98 -10.436619 0.00000  -3.035838 0.00000
 99 -10.435269 0.00000  -3.034488 0.00000
100 -10.433919 0.00000  -3.033138 0.00000
