  1 -13.027590 0.00000  12.641757 0.00000
  2 -13.026240 0.00000  12.643107 0.00000
  3 -13.024890 0.00000  12.644457 0.00000
  4 -13.023540 0.00000  12.645807 0.00000
  5 -13.022190 0.00000  12.647157 0.00000
  6 -13.020840 0.00000  12.648507 0.00000
  7 -13.019490 0.00000  12.649857 0.00000
  8 -13.018140 0.00000  12.651207 0.00000
  9 -13.016790 0.00000  12.652557 0.00000
 10 -13.015440 0.00000  12.653907 0.00000
 11 -13.014090 0.00000  12.655257 0.00000
 12 -13.012740 0.00000  12.656607 0.00000
 13 -13.011390 0.00000  12.657957 0.00000
 14 -13.010040 0.00000  12.659307 0.00000
 15 -13.008690 0.00000  12.660657 0.00000
 16 -13.007340 0.00000  12.662007 0.00000
 17 -13.005990 0.00000  12.663357 0.00000
 18 -13.004640 0.00000  12.664707 0.00000
 19 -13.003290 0.00000  12.666057 0.00000
 20 -13.001940 0.00000  12.667407 0.00000
 21 -13.000590 0.00000  12.668757 0.00000
 22 -12.999240 0.00000  12.670107 0.00000
 23 -12.997890 0.00000  12.671457 0.00014
 24 -12.996540 0.00000  12.672807 0.01235
 25 -12.995190 0.00000  12.674157 0.04448
 26 -12.993840 0.00000  12.675507 0.08834
 27 -12.992490 0.00000  12.676857 0.14321
 28 -12.991140 0.00037  12.678207 0.20179
 29 -12.989790 0.00326  12.679557 0.26219
 30 -12.988440 0.01051  12.680907 0.32296
 31 -12.987090 0.02085  12.682257 0.38945
 32 -12.985740 0.03715  12.683607 0.45823
 33 -12.984390 0.06241  12.684957 0.54535
 34 -12.983040 0.09681  12.686307 0.61726
 35 -12.981690 0.16463  12.687657 0.68135
 36 -12.980340 0.25143  12.689007 0.76321
 37 -12.978990 0.36063  12.690357 0.82178
 38 -12.977640 0.46002  12.691707 0.86265
 39 -12.976290 0.57093  12.693057 0.90188
 40 -12.974940 0.65149  12.694407 0.93320
 41 -12.973590 0.74835  12.695757 0.94414
 42 -12.972240 0.79527  12.697107 0.96733
 43 -12.970890 0.84462  12.698457 0.98252
 44 -12.969540 0.88721  12.699807 0.98765
 45 -12.968190 0.91207  12.701157 0.99304
 46 -12.966840 0.93717  12.702507 1.00000
 47 -12.965490 0.96075  12.703857 0.98236
 48 -12.964140 0.97811  12.705207 0.99281
 49 -12.962790 0.98362  12.706557 0.98019
 50 -12.961440 0.99693  12.707907 0.97029
 51 -12.960090 0.99679  12.709257 0.96110
 52 -12.958740 1.00000  12.710607 0.94918
 53 -12.957390 0.98959  12.711957 0.91789
 54 -12.956040 0.98135  12.713307 0.90270
 55 -12.954690 0.96409  12.714657 0.85692
 56 -12.953340 0.94118  12.716007 0.81504
 57 -12.951990 0.92963  12.717357 0.76974
 58 -12.950640 0.88251  12.718707 0.70401
 59 -12.949290 0.83712  12.720057 0.61607
 60 -12.947940 0.78647  12.721407 0.53402
 61 -12.946590 0.72307  12.722757 0.46761
 62 -12.945240 0.65599  12.724107 0.39957
 63 -12.943890 0.57889  12.725457 0.33818
 64 -12.942540 0.47293  12.726807 0.26202
 65 -12.941190 0.36103  12.728157 0.20816
 66 -12.939840 0.25813  12.729507 0.14961
 67 -12.938490 0.18066  12.730857 0.09310
 68 -12.937140 0.11207  12.732207 0.05420
 69 -12.935790 0.05949  12.733557 0.02483
 70 -12.934440 0.01957  12.734907 0.00575
 71 -12.933090 0.00054  12.736257 0.00003
 72 -12.931740 0.00000  12.737607 0.00000
 73 -12.930390 0.00000  12.738957 0.00000
 74 -12.929040 0.00000  12.740307 0.00000
 75 -12.927690 0.00000  12.741657 0.00000
 76 -12.926340 0.00000  12.743007 0.00000
 77 -12.924990 0.00000  12.744357 0.00000
 78 -12.923640 0.00000  12.745707 0.00000
 79 -12.922290 0.00000  12.747057 0.00000
 80 -12.920940 0.00000  12.748407 0.00000
 81 -12.919590 0.00000  12.749757 0.00000
 82 -12.918240 0.00000  12.751107 0.00000
 83 -12.916890 0.00000  12.752457 0.00000
 84 -12.915540 0.00000  12.753807 0.00000
 85 -12.914190 0.00000  12.755157 0.00000
 86 -12.912840 0.00000  12.756507 0.00000
 87 -12.911490 0.00000  12.757857 0.00000
 88 -12.910140 0.00000  12.759207 0.00000
 89 -12.908790 0.00000  12.760557 0.00000
 90 -12.907440 0.00000  12.761907 0.00000
 91 -12.906090 0.00000  12.763257 0.00000
 92 -12.904740 0.00000  12.764607 0.00000
 93 -12.903390 0.00000  12.765957 0.00000
 94 -12.902040 0.00000  12.767307 0.00000
 95 -12.900690 0.00000  12.768657 0.00000
 96 -12.899340 0.00000  12.770007 0.00000
 97 -12.897990 0.00000  12.771357 0.00000
 98 -12.896640 0.00000  12.772707 0.00000
 99 -12.895290 0.00000  12.774057 0.00000
100 -12.893940 0.00000  12.775407 0.00000
